"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4456","C2 - Hovering over Create Chat should show tooltips","mobile-chrome","Thu Nov 28 18:19:58 GMT 2024","passed","Thu Nov 28 18:20:02 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","4616","I11 - All text in Username should be selected after clicking into the text field a single time","desktop-chrome","Thu Nov 28 18:21:20 GMT 2024","passed","Thu Nov 28 18:21:25 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4447","O10 - Clicking the backwards arrow should revert specific custom keybinding","mobile-chrome","Thu Nov 28 18:24:59 GMT 2024","skipped","Thu Nov 28 18:25:03 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5036","K14 - User should be able to add additional custom CSS to the application","desktop-chrome","Thu Nov 28 18:23:27 GMT 2024","passed","Thu Nov 28 18:23:32 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","9266","F13 - Files and folders are still visible after logging out and login again","desktop-chrome","Thu Nov 28 18:27:31 GMT 2024","passed","Thu Nov 28 18:27:40 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","42355","H21 - User can send a friend request and cancel request before other user replies to it","desktop-chrome","Thu Nov 28 17:45:32 GMT 2024","failed","Thu Nov 28 17:46:14 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4704","O3 - Action dropdown should display correct keybind actions","desktop-chrome","Thu Nov 28 18:24:48 GMT 2024","passed","Thu Nov 28 18:24:53 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","4735","R1 - ""About Uplink"" should appear at top of page","mobile-chrome","Thu Nov 28 18:25:28 GMT 2024","passed","Thu Nov 28 18:25:33 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","4888","I12 - Highlighted border should appear when clicked into the username textbox","desktop-chrome","Thu Nov 28 18:21:25 GMT 2024","passed","Thu Nov 28 18:21:29 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4674","F7 - User can create new folders on root","desktop-chrome","Thu Nov 28 18:27:07 GMT 2024","passed","Thu Nov 28 18:27:11 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","12952","A1, A9, A11 - Enter valid PIN redirects to Main Page","mobile-chrome","Thu Nov 28 17:36:04 GMT 2024","passed","Thu Nov 28 17:36:17 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5184","T1, T2 - Clicking Exit Devmode should exit user out of Devmode","mobile-chrome","Thu Nov 28 18:26:05 GMT 2024","passed","Thu Nov 28 18:26:10 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","1","K15 - Emoji Font dropdown should show expected emoji font names","desktop-chrome","Thu Nov 28 18:23:32 GMT 2024","skipped","Thu Nov 28 18:23:32 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","4741","R6 and R7 - Made In header text, description and flags displayed","mobile-chrome","Thu Nov 28 18:25:49 GMT 2024","passed","Thu Nov 28 18:25:53 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","4857","F7 - User can create new folders on root","mobile-chrome","Thu Nov 28 18:26:51 GMT 2024","passed","Thu Nov 28 18:26:56 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","0","B8 to B14 - Quick Profile Local and Remote -  Updating note","desktop-chrome","Thu Nov 28 17:55:10 GMT 2024","skipped","Thu Nov 28 17:55:10 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","0","K2 - Font dropdown should show expected font names","mobile-chrome","Thu Nov 28 18:22:35 GMT 2024","skipped","Thu Nov 28 18:22:35 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","5268","K5 - Font size should have a minimum of .82","mobile-chrome","Thu Nov 28 18:22:40 GMT 2024","passed","Thu Nov 28 18:22:45 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","42408","B20 - Pin Messages Tests","desktop-chrome","Thu Nov 28 17:58:56 GMT 2024","failed","Thu Nov 28 17:59:38 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4778","M7 - User should be able to toggle on and off Control Sounds","desktop-chrome","Thu Nov 28 18:24:15 GMT 2024","passed","Thu Nov 28 18:24:20 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","4878","I17 - All text in StatusMessage should be selected after clicking into the text field a single time","mobile-chrome","Thu Nov 28 18:21:35 GMT 2024","passed","Thu Nov 28 18:21:40 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4859","F6, F11 -Clicking Upload should then open up the OS files browser and user can upload files in root folder","mobile-chrome","Thu Nov 28 18:26:47 GMT 2024","passed","Thu Nov 28 18:26:51 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","4641","I11 - All text in Username should be selected after clicking into the text field a single time","mobile-chrome","Thu Nov 28 18:21:10 GMT 2024","passed","Thu Nov 28 18:21:15 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4818","M6 - User should be able to toggle on and off Interface Sounds","desktop-chrome","Thu Nov 28 18:24:10 GMT 2024","passed","Thu Nov 28 18:24:15 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","4388","O3 - Action dropdown should display correct keybind actions","mobile-chrome","Thu Nov 28 18:24:37 GMT 2024","skipped","Thu Nov 28 18:24:41 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5373","R4 - Clicking Open Website should take you to the Uplink website","desktop-chrome","Thu Nov 28 18:25:51 GMT 2024","passed","Thu Nov 28 18:25:57 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","42290","H6, H19, B1 to B6, B16 and B17, B35 to B37 - Friend request happy path flow and then Chats Page basic send/receive text message flow","desktop-chrome","Thu Nov 28 17:47:46 GMT 2024","failed","Thu Nov 28 17:48:28 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5247","F12 - User can upload files in subfolder folder","desktop-chrome","Thu Nov 28 18:27:26 GMT 2024","passed","Thu Nov 28 18:27:31 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","4793","I2, I3 - Banner Picture - User can upload banner","mobile-chrome","Thu Nov 28 18:20:36 GMT 2024","passed","Thu Nov 28 18:20:41 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","14071","C5, C6, C7, C8, C9 - Nav bar buttons should redirect to correct page","mobile-chrome","Thu Nov 28 18:20:12 GMT 2024","passed","Thu Nov 28 18:20:26 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","4677","R2 - Current version of Uplink should be displayed","mobile-chrome","Thu Nov 28 18:25:33 GMT 2024","passed","Thu Nov 28 18:25:38 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","5283","C10 - Textbox should have highlighted border when clicking into Chat Search","desktop-chrome","Thu Nov 28 18:20:36 GMT 2024","passed","Thu Nov 28 18:20:42 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","4658","M3 and M4 - Output device dropdown and output volume indicator should display","mobile-chrome","Thu Nov 28 18:23:50 GMT 2024","passed","Thu Nov 28 18:23:55 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","4713","M10 - User should be able to test video device","desktop-chrome","Thu Nov 28 18:24:29 GMT 2024","passed","Thu Nov 28 18:24:34 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
