"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6903","H10, H27, H28, H29 - Copy Button Tests","desktop-chrome","Thu Dec 12 23:12:46 GMT 2024","passed","Thu Dec 12 23:12:53 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
"","7613","M7 - User should be able to toggle on and off Control Sounds","mobile-chrome","Thu Dec 12 23:27:33 GMT 2024","passed","Thu Dec 12 23:27:41 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","7187","I24 - Clicking LogOut should log user out of the account","desktop-chrome","Thu Dec 12 23:28:21 GMT 2024","passed","Thu Dec 12 23:28:29 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","7995","K12 - Clicking Pick should open up the finetune color selector","desktop-chrome","Thu Dec 12 23:29:45 GMT 2024","passed","Thu Dec 12 23:29:53 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","7452","K11 - Primary Colors should display expected values","desktop-chrome","Thu Dec 12 23:29:37 GMT 2024","passed","Thu Dec 12 23:29:45 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","7335","R6 and R7 - Made In header text, description and flags displayed","desktop-chrome","Thu Dec 12 23:34:53 GMT 2024","passed","Thu Dec 12 23:35:00 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","7135","F3, F4 - Amount of Free and Total should appear in Toolbar","desktop-chrome","Thu Dec 12 23:36:07 GMT 2024","passed","Thu Dec 12 23:36:14 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","7726","F5 - Highlighted border should appaer when you click Create New Folder","mobile-chrome","Thu Dec 12 23:32:04 GMT 2024","passed","Thu Dec 12 23:32:12 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","20885","B66 - Sending and receiving emojis and emoji picker tests","mobile-chrome","Thu Dec 12 23:18:01 GMT 2024","passed","Thu Dec 12 23:18:22 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","7239","L1 - User should be able to toggle on and off emoji conversion","desktop-chrome","Thu Dec 12 23:30:23 GMT 2024","passed","Thu Dec 12 23:30:30 GMT 2024","Settings Messages Tests","10-settings-messages.spec.ts","",""
"","6992","A15 - User can setup a custom profile picture when creating a new account","mobile-chrome","Thu Dec 12 23:11:40 GMT 2024","passed","Thu Dec 12 23:11:47 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","7280","C10 - Textbox should have highlighted border when clicking into Chat Search","mobile-chrome","Thu Dec 12 23:21:41 GMT 2024","passed","Thu Dec 12 23:21:48 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","7189","I19 - Status dropdown should show Online, Offline, Idle, Do not Disturb","desktop-chrome","Thu Dec 12 23:27:44 GMT 2024","passed","Thu Dec 12 23:27:51 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","8851","A12 - If incorrect pin is entered, error message should be displayed","mobile-chrome","Thu Dec 12 23:11:17 GMT 2024","passed","Thu Dec 12 23:11:26 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","8364","K12 - Clicking Pick should open up the finetune color selector","mobile-chrome","Thu Dec 12 23:25:55 GMT 2024","passed","Thu Dec 12 23:26:03 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","7310","A16 - Default identicon profile image is assigned to new user if user does not setup a custom profile picture","mobile-chrome","Thu Dec 12 23:11:47 GMT 2024","passed","Thu Dec 12 23:11:55 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","7175","O3 - Action dropdown should display correct keybind actions","desktop-chrome","Thu Dec 12 23:33:02 GMT 2024","passed","Thu Dec 12 23:33:09 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","29388","Chat Replies Tests","mobile-chrome","Thu Dec 12 23:19:12 GMT 2024","passed","Thu Dec 12 23:19:42 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","7775","I11 - All text in Username should be selected after clicking into the text field a single time","mobile-chrome","Thu Dec 12 23:22:51 GMT 2024","passed","Thu Dec 12 23:22:59 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","7766","F7 - User can create new folders on root","mobile-chrome","Thu Dec 12 23:32:19 GMT 2024","passed","Thu Dec 12 23:32:27 GMT 2024","Files Page Tests","24-files.spec.ts","",""
