"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2998","A4 - Clicking red reset button should erase any inputs made","desktop-chrome","Tue Dec 10 22:12:22 GMT 2024","passed","Tue Dec 10 22:12:25 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5063","Q2 - User should be able to toggle on/off Friend Request Notifications","desktop-chrome","Tue Dec 10 22:25:32 GMT 2024","passed","Tue Dec 10 22:25:37 GMT 2024","Settings Notifications Tests","16-settings-notifications.spec.ts","",""
"","6477","A12 - If incorrect pin is entered, error message should be displayed","desktop-chrome","Tue Dec 10 22:12:38 GMT 2024","passed","Tue Dec 10 22:12:44 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5483","M6 - User should be able to toggle on and off Interface Sounds","mobile-chrome","Tue Dec 10 22:25:14 GMT 2024","passed","Tue Dec 10 22:25:19 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","5894","A17 - Download seed phrase file","mobile-chrome","Tue Dec 10 22:13:08 GMT 2024","passed","Tue Dec 10 22:13:14 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5288","F9 - User cannot create directories with existing name - Toast notification is shown","desktop-chrome","Tue Dec 10 22:27:28 GMT 2024","passed","Tue Dec 10 22:27:33 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","4912","A14 - If Stay Unlocked is toggled on, user should be redirected to enter PIN after logging off","desktop-chrome","Tue Dec 10 22:12:49 GMT 2024","passed","Tue Dec 10 22:12:54 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","1","B8 to B14 - Quick Profile Local and Remote -  Updating note","desktop-chrome","Tue Dec 10 22:16:05 GMT 2024","skipped","Tue Dec 10 22:16:05 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","1","K2 - Font dropdown should show expected font names","desktop-chrome","Tue Dec 10 22:22:41 GMT 2024","skipped","Tue Dec 10 22:22:41 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","5582","M1 and M2 - Input dropdown and input volume indicator should display","mobile-chrome","Tue Dec 10 22:24:57 GMT 2024","passed","Tue Dec 10 22:25:03 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","5237","F7 - User can create new folders on root","desktop-chrome","Tue Dec 10 22:27:18 GMT 2024","passed","Tue Dec 10 22:27:23 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","8508","H22, H23, H24, H25 - Invalid attempts for sending friend request","desktop-chrome","Tue Dec 10 22:13:30 GMT 2024","passed","Tue Dec 10 22:13:39 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
"","5702","C4 - Clicking hamburger button should collapse sidebar","mobile-chrome","Tue Dec 10 22:20:54 GMT 2024","passed","Tue Dec 10 22:21:00 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","6040","K5 - Font size should have a minimum of .82","desktop-chrome","Tue Dec 10 22:22:46 GMT 2024","passed","Tue Dec 10 22:22:52 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","5715","I22 - Clicking copy should copy the Recovery Phrase to the users clipboard","mobile-chrome","Tue Dec 10 22:22:54 GMT 2024","passed","Tue Dec 10 22:23:00 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5308","I15, I16 - User should be able to change Status Message and see toast notification for update","desktop-chrome","Tue Dec 10 22:21:35 GMT 2024","passed","Tue Dec 10 22:21:40 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5058","I8 - Short ID Context menu should allow to copy DID or Short ID intoto clipboard","desktop-chrome","Tue Dec 10 22:21:05 GMT 2024","passed","Tue Dec 10 22:21:10 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","6989","K14 - User should be able to add additional custom CSS to the application","mobile-chrome","Tue Dec 10 22:24:22 GMT 2024","passed","Tue Dec 10 22:24:29 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","1","B8 to B14 - Quick Profile Local and Remote -  Updating note","mobile-chrome","Tue Dec 10 22:16:37 GMT 2024","skipped","Tue Dec 10 22:16:37 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5320","I24 - Clicking LogOut should log user out of the account","mobile-chrome","Tue Dec 10 22:23:05 GMT 2024","passed","Tue Dec 10 22:23:11 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5011","Q4 - User should be able to toggle on/off Settings Notifications","desktop-chrome","Tue Dec 10 22:25:42 GMT 2024","passed","Tue Dec 10 22:25:47 GMT 2024","Settings Notifications Tests","16-settings-notifications.spec.ts","",""
"","5719","F6, F11 -Clicking Upload should then open up the OS files browser and user can upload files in root folder","mobile-chrome","Tue Dec 10 22:28:23 GMT 2024","passed","Tue Dec 10 22:28:29 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","4947","L2 - User should be able to toggle on and off Markdown support","desktop-chrome","Tue Dec 10 22:23:46 GMT 2024","passed","Tue Dec 10 22:23:51 GMT 2024","Settings Messages Tests","10-settings-messages.spec.ts","",""
"","5008","O10 - Clicking the backwards arrow should revert specific custom keybinding","desktop-chrome","Tue Dec 10 22:25:17 GMT 2024","passed","Tue Dec 10 22:25:22 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5345","C1 - Clicking Create Chat should open modal with option for Group Name and Group Members","mobile-chrome","Tue Dec 10 22:20:38 GMT 2024","passed","Tue Dec 10 22:20:44 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","16036","H15 - User should be removed from friends list after clicking unfriend","desktop-chrome","Tue Dec 10 22:13:39 GMT 2024","passed","Tue Dec 10 22:13:55 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","2591","A6, A7 - Scramble Keypad will change the order of pin input buttons","desktop-chrome","Tue Dec 10 22:12:28 GMT 2024","passed","Tue Dec 10 22:12:31 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5724","F12 - User can upload files in subfolder folder","desktop-chrome","Tue Dec 10 22:27:39 GMT 2024","passed","Tue Dec 10 22:27:45 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","4960","M1 and M2 - Input dropdown and input volume indicator should display","desktop-chrome","Tue Dec 10 22:23:56 GMT 2024","passed","Tue Dec 10 22:24:01 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","13843","H21 - User can send a friend request and cancel request before other user replies to it","mobile-chrome","Tue Dec 10 22:14:32 GMT 2024","passed","Tue Dec 10 22:14:46 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5483","R1 - ""About Uplink"" should appear at top of page","mobile-chrome","Tue Dec 10 22:26:54 GMT 2024","passed","Tue Dec 10 22:26:59 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","7149","F10 - User can create subfolders and navigate to parent folder with go back button","mobile-chrome","Tue Dec 10 22:28:48 GMT 2024","passed","Tue Dec 10 22:28:55 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","5454","Q3 - User should be able to toggle on/off Message Notifications","mobile-chrome","Tue Dec 10 22:26:43 GMT 2024","passed","Tue Dec 10 22:26:48 GMT 2024","Settings Notifications Tests","16-settings-notifications.spec.ts","",""
"","5900","T1, T2 - Clicking Exit Devmode should exit user out of Devmode","desktop-chrome","Tue Dec 10 22:26:27 GMT 2024","passed","Tue Dec 10 22:26:32 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","5486","I4 - Clicking upload picture on Profile picture should open File Browser","mobile-chrome","Tue Dec 10 22:21:23 GMT 2024","passed","Tue Dec 10 22:21:28 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","28935","Videocall testing between two users - mute, unmute, fullscreen, expand/collapse call","desktop-chrome","Tue Dec 10 22:19:09 GMT 2024","passed","Tue Dec 10 22:19:38 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4718","O5 - Clicking Cancel should cancel any custom keybinding the user was trying to add","mobile-chrome","Tue Dec 10 22:26:01 GMT 2024","skipped","Tue Dec 10 22:26:06 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5113","H10, H27, H28, H29 - Copy Button Tests","desktop-chrome","Tue Dec 10 22:13:25 GMT 2024","passed","Tue Dec 10 22:13:30 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
"","4775","I19 - Status dropdown should show Online, Offline, Idle, Do not Disturb","desktop-chrome","Tue Dec 10 22:21:50 GMT 2024","passed","Tue Dec 10 22:21:55 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5365","F10 - User can create subfolders and navigate to parent folder with go back button","desktop-chrome","Tue Dec 10 22:27:33 GMT 2024","passed","Tue Dec 10 22:27:39 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","32129","Group Chats - Create a group with 3 people and send/receive text message flow","mobile-chrome","Tue Dec 10 22:20:06 GMT 2024","passed","Tue Dec 10 22:20:38 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","0","K15 - Emoji Font dropdown should show expected emoji font names","desktop-chrome","Tue Dec 10 22:23:32 GMT 2024","skipped","Tue Dec 10 22:23:32 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","5108","K16 - Selected Emoji Font should be applied everywhere throughout the app","desktop-chrome","Tue Dec 10 22:23:32 GMT 2024","passed","Tue Dec 10 22:23:37 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","4977","M5 - User should be able to toggle on and off Echo Cancellation","desktop-chrome","Tue Dec 10 22:24:06 GMT 2024","passed","Tue Dec 10 22:24:11 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","2385","A2 - Pin should have at least 4 digits","desktop-chrome","Tue Dec 10 22:12:16 GMT 2024","passed","Tue Dec 10 22:12:19 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","4698","O3 - Action dropdown should display correct keybind actions","mobile-chrome","Tue Dec 10 22:25:56 GMT 2024","skipped","Tue Dec 10 22:26:01 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5293","K3 - Selected Fonts should be applied everywhere throughout the app","desktop-chrome","Tue Dec 10 22:22:41 GMT 2024","passed","Tue Dec 10 22:22:46 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","19714","H16, H17, H18, H26 - User can be block/unblocked","mobile-chrome","Tue Dec 10 22:13:59 GMT 2024","passed","Tue Dec 10 22:14:18 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
