"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4572","C1 - Clicking Create Chat should open modal with option for Group Name and Group Members","desktop-chrome","Thu Dec 05 19:01:33 GMT 2024","passed","Thu Dec 05 19:01:38 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","28094","Videocall testing between two users - mute, unmute, fullscreen, expand/collapse call","mobile-chrome","Thu Dec 05 19:00:22 GMT 2024","passed","Thu Dec 05 19:00:50 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4676","M3 and M4 - Output device dropdown and output volume indicator should display","desktop-chrome","Thu Dec 05 19:05:18 GMT 2024","passed","Thu Dec 05 19:05:23 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","21917","B68 - Sending and receiving stickers and sticker picker tests","mobile-chrome","Thu Dec 05 18:59:33 GMT 2024","passed","Thu Dec 05 18:59:55 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5061","C1 - Clicking Create Chat should open modal with option for Group Name and Group Members","mobile-chrome","Thu Dec 05 19:01:21 GMT 2024","passed","Thu Dec 05 19:01:26 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","4758","M10 - User should be able to test video device","desktop-chrome","Thu Dec 05 19:05:47 GMT 2024","passed","Thu Dec 05 19:05:52 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","4845","F9 - User cannot create directories with existing name - Toast notification is shown","desktop-chrome","Thu Dec 05 19:08:37 GMT 2024","passed","Thu Dec 05 19:08:42 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","4625","O1, 06 - Message at top of page and custom keybinds listed correctly","mobile-chrome","Thu Dec 05 19:06:16 GMT 2024","skipped","Thu Dec 05 19:06:21 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","6439","K6, K7 - Font size should have a maximum of 1.50 and can be applied correctly everywhere through the app","mobile-chrome","Thu Dec 05 19:04:20 GMT 2024","passed","Thu Dec 05 19:04:26 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","6161","I15, I16 - User should be able to change Status Message and see toast notification for update","mobile-chrome","Thu Dec 05 19:02:57 GMT 2024","passed","Thu Dec 05 19:03:03 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
