"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 01 18:27:51 GMT 2024","Mon Apr 01 18:27:55 GMT 2024","3750","","Message Context Menu Tests","","","","Chat User B - Context Menu - Copy Text from Message Received",""
"skipped","Mon Apr 01 19:34:57 GMT 2024","Mon Apr 01 19:34:57 GMT 2024","1","","Windows Tests: Settings Developer Tests","","","","Settings Developer - Print State button",""
"passed","Mon Apr 01 19:04:13 GMT 2024","Mon Apr 01 19:04:30 GMT 2024","17058","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Assert screen and placeholder texts",""
"passed","Mon Apr 01 19:00:47 GMT 2024","Mon Apr 01 19:01:00 GMT 2024","13181","","MacOS Tests: Settings Keyboard Shortcuts Tests","","","","Settings Keyboard Shortcuts - Validate header and description texts are correct",""
"passed","Mon Apr 01 18:37:40 GMT 2024","Mon Apr 01 18:38:12 GMT 2024","31650","","Message Attachments Tests","","","","""before all"" hook for Message Attachments Tests",""
"passed","Mon Apr 01 18:56:56 GMT 2024","Mon Apr 01 18:57:00 GMT 2024","4205","","Sidebar Chats Tests","","","","Chat User B - Sidebar - Wait for receiving a a new message",""
"passed","Mon Apr 01 18:55:45 GMT 2024","Mon Apr 01 18:55:46 GMT 2024","1394","","Sidebar Chats Tests","","","","Sidebar - Message preview on Sidebar should not display the message with markdown",""
"passed","Mon Apr 01 18:58:19 GMT 2024","Mon Apr 01 18:58:27 GMT 2024","7291","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Username - Spaces are not allowed",""
"passed","Mon Apr 01 18:49:43 GMT 2024","Mon Apr 01 18:49:48 GMT 2024","4363","","MacOS Tests: Create Pin and Account Tests","","","","Enter Username Screen - Username with non-alphanumeric characters",""
"skipped","Mon Apr 01 18:50:29 GMT 2024","Mon Apr 01 18:50:29 GMT 2024","0","","MacOS Tests: Files Screen Tests","","","","Validate tooltips for add folder or file buttons are displayed",""
"passed","Mon Apr 01 19:18:19 GMT 2024","Mon Apr 01 19:18:28 GMT 2024","9009","","Windows Tests: Settings General Tests","","","","Settings General - Increase font scaling to 1.25",""
"passed","Mon Apr 01 18:38:50 GMT 2024","Mon Apr 01 18:39:01 GMT 2024","10758","","Windows Tests: Create Pin and Account Tests","","","","Enter Pin Screen - Reset Account is shown after right clicking on Help Button",""
"passed","Mon Apr 01 19:05:35 GMT 2024","Mon Apr 01 19:06:40 GMT 2024","65085","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Profile Picture - Crop Image and add profile picture",""
"passed","Mon Apr 01 18:48:30 GMT 2024","Mon Apr 01 18:48:34 GMT 2024","3341","","MacOS Tests: Create Pin and Account Tests","","","","Enter Pin Screen - Validate warning texts are displayed on screen",""
"passed","Mon Apr 01 18:45:24 GMT 2024","Mon Apr 01 18:45:39 GMT 2024","15165","","Windows Tests: Chats Main Screen Tests","","","","Validate Pre Release Indicator is displayed and has correct text",""
"passed","Mon Apr 01 19:01:23 GMT 2024","Mon Apr 01 19:01:31 GMT 2024","8366","","Group Chats Tests","","","","Sidebar - Search Bar - Not matching results and then go to the group",""
"passed","Mon Apr 01 19:27:22 GMT 2024","Mon Apr 01 19:27:37 GMT 2024","14248","","Windows Tests: Settings Keyboard Shortcuts Tests","","","","Settings Keyboards Shortcuts - User can revert all Keybinds to Default Values",""
"passed","Mon Apr 01 19:06:27 GMT 2024","Mon Apr 01 19:06:32 GMT 2024","5623","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Sidebar - Context Menu - Hide chat",""
"passed","Mon Apr 01 18:47:40 GMT 2024","Mon Apr 01 18:48:16 GMT 2024","35535","","Windows Tests: Chats Main Screen Tests","","","","Slimbar - User can click on buttons from main navigation on slimbar",""
"skipped","Mon Apr 01 19:34:57 GMT 2024","Mon Apr 01 19:34:57 GMT 2024","0","","Windows Tests: Settings Developer Tests","","","","Settings Developer - Clear Cache",""
"passed","Mon Apr 01 19:01:11 GMT 2024","Mon Apr 01 19:01:23 GMT 2024","11730","","Group Chats Tests","","","","Sidebar - Search Bar - Search for a string matching a single group chat",""
"passed","Mon Apr 01 18:54:05 GMT 2024","Mon Apr 01 18:54:07 GMT 2024","1908","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Assert texts for Your New Profile dialog",""
"passed","Mon Apr 01 18:58:13 GMT 2024","Mon Apr 01 18:58:19 GMT 2024","6478","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Username with less than 4 characters",""
"passed","Mon Apr 01 18:40:45 GMT 2024","Mon Apr 01 18:41:45 GMT 2024","59585","","Windows Tests: Create Pin and Account Tests","","","","Save Recovery Seed Screen - Contents validation",""
"passed","Mon Apr 01 19:07:19 GMT 2024","Mon Apr 01 19:07:30 GMT 2024","10458","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Ensure in remote side that user was added again to the group",""
"passed","Mon Apr 01 18:57:23 GMT 2024","Mon Apr 01 18:57:33 GMT 2024","9370","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Click On Copy ID Button",""
"passed","Mon Apr 01 18:49:15 GMT 2024","Mon Apr 01 18:49:24 GMT 2024","8644","","MacOS Tests: Create Pin and Account Tests","","","","Save Recovery Seed Screen - User can click Copy to Clipboard and then on I Saved It to continue",""
"passed","Mon Apr 01 18:35:55 GMT 2024","Mon Apr 01 18:35:59 GMT 2024","3672","","Message Input Tests","","","","Chat Input Text - Validate messages with italic markdowns were received in expected format",""
"passed","Mon Apr 01 18:28:40 GMT 2024","Mon Apr 01 18:28:45 GMT 2024","4800","","Message Context Menu Tests","","","","Chat User B - Receive reaction in received message",""
"passed","Mon Apr 01 18:26:04 GMT 2024","Mon Apr 01 18:26:19 GMT 2024","14933","","Chat Replies Tests","","","","Chat User B - Reply to a message",""
"passed","Mon Apr 01 18:53:47 GMT 2024","Mon Apr 01 18:53:59 GMT 2024","12151","","MacOS Tests: Files Screen Tests","","","","Files - Attempt to rename a folder with existing folder name",""
"passed","Mon Apr 01 18:53:17 GMT 2024","Mon Apr 01 18:54:22 GMT 2024","65920","","Windows Tests: Files Screen Tests","","","","Context Menu - Folder - Rename",""
"passed","Mon Apr 01 18:42:09 GMT 2024","Mon Apr 01 18:42:12 GMT 2024","2475","","Message Attachments Tests","","","","Send files from Browse Files - Send files counter is updated",""
"passed","Mon Apr 01 19:12:34 GMT 2024","Mon Apr 01 19:13:25 GMT 2024","50885","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Username - Spaces are not allowed",""
"passed","Mon Apr 01 19:03:11 GMT 2024","Mon Apr 01 19:03:24 GMT 2024","12686","","Group Chats Edit Tests","","","","Group Chat Creator - Look for non existing user in Remove Users List",""
"passed","Mon Apr 01 18:23:24 GMT 2024","Mon Apr 01 18:23:41 GMT 2024","17125","","Create Accounts and Chat Tests","","","","Chat User A - Accept friend request from User A and go to chat button",""
"passed","Mon Apr 01 18:49:46 GMT 2024","Mon Apr 01 18:50:01 GMT 2024","15349","","Chat Topbar Tests","","","","""before all"" hook for Chat Topbar Tests",""
"passed","Mon Apr 01 18:50:13 GMT 2024","Mon Apr 01 18:50:18 GMT 2024","4957","","Chat Topbar Tests","","","","Pinned Messages - Container is empty when no pinned messages have been added",""
"passed","Mon Apr 01 19:02:14 GMT 2024","Mon Apr 01 19:02:28 GMT 2024","14209","","Group Chats Edit Tests","","","","Group Chat Creator - Attempt to change Group Name for a name containing non-alphanumeric characters",""
"passed","Mon Apr 01 18:47:11 GMT 2024","Mon Apr 01 18:47:16 GMT 2024","4611","","Windows Tests: Chats Main Screen Tests","","","","Friends Screen - Image is displayed when no friends have been added yet",""
"passed","Mon Apr 01 19:05:58 GMT 2024","Mon Apr 01 19:06:06 GMT 2024","8289","","MacOS Tests: Offline Friend Requests Tests","","","","Offline Messages - Send a message to offline user",""
"passed","Mon Apr 01 18:52:06 GMT 2024","Mon Apr 01 18:52:08 GMT 2024","2057","","MacOS Tests: Files Screen Tests","","","","Files - File Size Indicators without files shows GB Max and 0 bytes as current space",""
"skipped","Mon Apr 01 19:34:57 GMT 2024","Mon Apr 01 19:34:57 GMT 2024","0","","Windows Tests: Settings Developer Tests","","","","Settings Developer - Open folder button",""
"skipped","Mon Apr 01 19:18:19 GMT 2024","Mon Apr 01 19:18:19 GMT 2024","0","","Windows Tests: Settings General Tests","","","","Settings General - Switch back language to EN-US",""
"passed","Mon Apr 01 19:16:17 GMT 2024","Mon Apr 01 19:17:13 GMT 2024","56152","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Recovery Seed - Reveal Seed Words",""
"passed","Mon Apr 01 19:19:05 GMT 2024","Mon Apr 01 19:19:21 GMT 2024","16640","","Windows Tests: Settings Message Tests","","","","Settings Messages - Validate header and description texts are correct",""
"skipped","Mon Apr 01 18:39:53 GMT 2024","Mon Apr 01 18:39:53 GMT 2024","0","","Windows Tests: Create Pin and Account Tests","","","","Enter Pin Screen - Enter a pin with spaces",""
"passed","Mon Apr 01 18:38:20 GMT 2024","Mon Apr 01 18:38:45 GMT 2024","25442","","Windows Tests: Create Pin and Account Tests","","","","Enter Pin Screen - Validate warning texts are displayed on screen",""
"passed","Mon Apr 01 18:47:46 GMT 2024","Mon Apr 01 18:48:28 GMT 2024","41456","","Message Attachments Tests","","","","Chat Messages with Files - Local user can download file sent",""
"passed","Mon Apr 01 19:27:37 GMT 2024","Mon Apr 01 19:27:57 GMT 2024","20451","","Windows Tests: Settings Keyboard Shortcuts Tests","","","","Settings Keybinds - Unlock Developer Settings on Settings About",""
"passed","Mon Apr 01 18:42:59 GMT 2024","Mon Apr 01 18:45:07 GMT 2024","127670","","Message Attachments Tests","","","","Send Files on Chats - Validate compose attachments contents",""
"passed","Mon Apr 01 19:04:22 GMT 2024","Mon Apr 01 19:04:38 GMT 2024","15958","","Group Chats Edit Tests","","","","Group Chat Creator - Can add permissions to invited users to change name and add/remove users",""
"passed","Mon Apr 01 18:25:01 GMT 2024","Mon Apr 01 18:25:02 GMT 2024","1297","","Create Accounts and Chat Tests","","","","Chat User A - Remove user with active chat from Favorites",""
"passed","Mon Apr 01 19:02:18 GMT 2024","Mon Apr 01 19:02:21 GMT 2024","3935","","MacOS Tests: Settings Keyboard Shortcuts Tests","","","","Keybind Shortcuts - Validate default keybind for Hide/Focus Uplink is working",""
"skipped","Mon Apr 01 19:33:00 GMT 2024","Mon Apr 01 19:33:00 GMT 2024","0","","Windows Tests: Settings About Tests","","","","Settings About - Click on Open Source Code",""
"passed","Mon Apr 01 18:52:09 GMT 2024","Mon Apr 01 18:52:36 GMT 2024","27461","","Windows Tests: Files Screen Tests","","","","Click in the Folder button to take you to the selected folder",""
"passed","Mon Apr 01 19:34:50 GMT 2024","Mon Apr 01 19:34:57 GMT 2024","7326","","Windows Tests: Settings Developer Tests","","","","Settings Developer - Enable Developer Mode",""
"passed","Mon Apr 01 18:59:14 GMT 2024","Mon Apr 01 18:59:23 GMT 2024","8278","","Group Chats Tests","","","","Chat User A - Attempt to create group chat with alphanumeric chars in name",""
"passed","Mon Apr 01 18:42:05 GMT 2024","Mon Apr 01 18:42:09 GMT 2024","4036","","Message Attachments Tests","","","","Send files from Browse Files - User cannot click on send files if no files are selected",""
"passed","Mon Apr 01 18:53:03 GMT 2024","Mon Apr 01 18:53:17 GMT 2024","13206","","Windows Tests: Files Screen Tests","","","","Upload file - Progress indicator is closed and file appears on files list",""
"skipped","Mon Apr 01 18:51:34 GMT 2024","Mon Apr 01 18:51:34 GMT 2024","1","","MacOS Tests: Files Screen Tests","","","","Upload file - Validate progress indicator",""
"passed","Mon Apr 01 19:19:38 GMT 2024","Mon Apr 01 19:19:55 GMT 2024","16655","","Windows Tests: Settings Message Tests","","","","Settings Messages - Enable again both convert emoji and markdown support toggles",""
"passed","Mon Apr 01 19:17:54 GMT 2024","Mon Apr 01 19:18:19 GMT 2024","25023","","Windows Tests: Settings General Tests","","","","Settings General - Validate tooltips from buttons",""
"passed","Mon Apr 01 18:54:12 GMT 2024","Mon Apr 01 18:54:15 GMT 2024","2372","","Quick Profile Tests","","","","Chat User A - Wait until friend request is accepted again",""
"passed","Mon Apr 01 19:34:41 GMT 2024","Mon Apr 01 19:34:50 GMT 2024","8738","","Windows Tests: Settings Developer Tests","","","","Settings Developer - Save Logs switch",""
"passed","Mon Apr 01 19:31:19 GMT 2024","Mon Apr 01 19:31:43 GMT 2024","24378","","Windows Tests: Settings Notifications Tests","","","","Settings Notifications - Enable only MESSAGES notifications",""
"passed","Mon Apr 01 19:10:49 GMT 2024","Mon Apr 01 19:11:44 GMT 2024","54351","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Status with more than 128 characters",""
"passed","Mon Apr 01 18:32:31 GMT 2024","Mon Apr 01 18:32:34 GMT 2024","3480","","Message Input Tests","","","","Emoji Suggested List - Can be closed without choosing suggestion",""
"passed","Mon Apr 01 19:29:28 GMT 2024","Mon Apr 01 19:29:35 GMT 2024","6984","","Windows Tests: Settings Notifications Tests","","","","Settings - Notifications - Go To Notifications Settings",""
"passed","Mon Apr 01 19:25:45 GMT 2024","Mon Apr 01 19:26:18 GMT 2024","33259","","Windows Tests: Settings Keyboard Shortcuts Tests","","","","Settings Keyboard Shortcuts - Validate default keybinds are displayed",""
"passed","Mon Apr 01 19:03:02 GMT 2024","Mon Apr 01 19:03:04 GMT 2024","1984","","MacOS Tests: Settings Licenses Tests","","","","Settings Licenses - Validate header/description texts and license button are present",""
"passed","Mon Apr 01 18:59:39 GMT 2024","Mon Apr 01 18:59:41 GMT 2024","1383","","MacOS Tests: Settings Message Tests","","","","Settings Messages - Go To Messages Settings",""
