"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 27 01:03:12 GMT 2023","Wed Dec 27 01:03:54 GMT 2023","41727","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Change profile picture",""
"passed","Wed Dec 27 00:22:42 GMT 2023","Wed Dec 27 00:22:50 GMT 2023","8066","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Username - Spaces are not allowed",""
"passed","Wed Dec 27 01:06:22 GMT 2023","Wed Dec 27 01:06:49 GMT 2023","27122","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Username - Spaces are not allowed",""
"passed","Wed Dec 27 00:15:50 GMT 2023","Wed Dec 27 00:16:14 GMT 2023","24216","","Create Accounts and Chat Tests","","","","Chat User B - Create Account",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","0","","Chat Topbar Tests","","","","Chat User A - Validate Chat Screen tooltips for Call and Videocall display Coming soon",""
"passed","Wed Dec 27 01:22:25 GMT 2023","Wed Dec 27 01:23:05 GMT 2023","40265","","Windows Tests: Settings Notifications Tests","","","","Settings Notifications - Enable only SETTINGS notifications",""
"passed","Wed Dec 27 01:16:37 GMT 2023","Wed Dec 27 01:16:48 GMT 2023","11079","","Windows Tests: Settings Extensions Tests","","","","Settings Extensions - Validate Emoji Selector extension contents",""
"passed","Wed Dec 27 00:50:02 GMT 2023","Wed Dec 27 00:50:17 GMT 2023","14911","","Windows Tests: Files Screen Tests","","","","Upload file - Click on add file and select file",""
"passed","Wed Dec 27 00:55:11 GMT 2023","Wed Dec 27 00:56:07 GMT 2023","55960","","Windows Tests: Files Screen Tests","","","","Files - Attempt to rename a file with existing file name",""
"passed","Wed Dec 27 00:13:54 GMT 2023","Wed Dec 27 00:13:56 GMT 2023","1422","","MacOS Tests: Chats Main Screen Tests","","","","Validate Sidebar is displayed in screen",""
"passed","Wed Dec 27 00:17:59 GMT 2023","Wed Dec 27 00:18:01 GMT 2023","1469","","Create Accounts and Chat Tests","","","","Chat User B - Validate Chat Message received displays timestamp and user who sent it",""
"passed","Wed Dec 27 00:50:34 GMT 2023","Wed Dec 27 00:51:29 GMT 2023","54726","","Windows Tests: Files Screen Tests","","","","Context Menu - Folder - Rename",""
"passed","Wed Dec 27 00:56:07 GMT 2023","Wed Dec 27 00:56:40 GMT 2023","32714","","Windows Tests: Files Screen Tests","","","","Files - Attempt to create a folder with empty name",""
"passed","Wed Dec 27 00:54:41 GMT 2023","Wed Dec 27 00:55:11 GMT 2023","30684","","Windows Tests: Files Screen Tests","","","","Files - File is renamed when uploading a file with existing file name",""
"passed","Wed Dec 27 00:25:17 GMT 2023","Wed Dec 27 00:25:19 GMT 2023","2034","","MacOS Tests: Settings Accessibility Tests","","","","Settings Audio - Click on slider switches to disable the options",""
"passed","Wed Dec 27 00:13:21 GMT 2023","Wed Dec 27 00:13:21 GMT 2023","274","","MacOS Tests: Create Pin and Account Tests","","","","Create Account button should be disabled if no pin has been entered",""
"passed","Wed Dec 27 00:22:33 GMT 2023","Wed Dec 27 00:22:42 GMT 2023","8961","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Username with less than 4 characters",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","1","","Group Chats Edit Tests","","","","Chat User B - You are not the group creator tooltip is displayed",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","1","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Sidebar - Leave group",""
"passed","Wed Dec 27 00:14:19 GMT 2023","Wed Dec 27 00:14:42 GMT 2023","22682","","MacOS Tests: Files Screen Tests","","","","Create a new folder and enter to it",""
"passed","Wed Dec 27 00:44:29 GMT 2023","Wed Dec 27 00:44:56 GMT 2023","27057","","Windows Tests: Chats Main Screen Tests","","","","Validate Sidebar is displayed in screen",""
"passed","Wed Dec 27 00:16:11 GMT 2023","Wed Dec 27 00:16:37 GMT 2023","26147","","MacOS Tests: Files Screen Tests","","","","Files - File Size Indicators after uploading a file are updated",""
"passed","Wed Dec 27 01:10:11 GMT 2023","Wed Dec 27 01:10:18 GMT 2023","7470","","Windows Tests: Settings General Tests","","","","Settings General - Return theme to Dark Theme",""
"passed","Wed Dec 27 00:18:44 GMT 2023","Wed Dec 27 00:18:46 GMT 2023","1839","","Chat Replies Tests","","","","Chat User A - Validate reply message group contains timestamp",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","0","","Group Chats Edit Tests","","","","Edit Group - Change Group Name for a valid name",""
"passed","Wed Dec 27 00:23:53 GMT 2023","Wed Dec 27 00:23:54 GMT 2023","1714","","MacOS Tests: Settings General Tests","","","","Settings General - Return theme to Dark Theme",""
"passed","Wed Dec 27 00:43:45 GMT 2023","Wed Dec 27 00:43:55 GMT 2023","10107","","Windows Tests: Chats Main Screen Tests","","","","Validate Pre Release Indicator is displayed and has correct text",""
"passed","Wed Dec 27 00:17:57 GMT 2023","Wed Dec 27 00:17:59 GMT 2023","1818","","Create Accounts and Chat Tests","","","","Chat User B - Validate Chat Message Group from remote user displays username picture",""
"skipped","Wed Dec 27 01:09:20 GMT 2023","Wed Dec 27 01:09:20 GMT 2023","1","","Windows Tests: Settings General Tests","","","","Settings General - Change language",""
"passed","Wed Dec 27 00:25:28 GMT 2023","Wed Dec 27 00:25:32 GMT 2023","4279","","MacOS Tests: Settings Notifications Tests","","","","Settings Notifications - Disable all notifications by switching ENABLED toggle to off",""
"passed","Wed Dec 27 01:07:50 GMT 2023","Wed Dec 27 01:08:50 GMT 2023","59609","","Windows Tests: Settings General Tests","","","","Settings General - Validate header and description texts are correct",""
"skipped","Wed Dec 27 01:09:20 GMT 2023","Wed Dec 27 01:09:20 GMT 2023","1","","Windows Tests: Settings General Tests","","","","Settings General - Change font dropdown selection",""
"passed","Wed Dec 27 00:17:42 GMT 2023","Wed Dec 27 00:17:44 GMT 2023","1329","","Create Accounts and Chat Tests","","","","Chat User A - Validate Chat Message sent contents",""
"passed","Wed Dec 27 00:42:53 GMT 2023","Wed Dec 27 00:43:13 GMT 2023","20202","","Windows Tests: Create Pin and Account Tests","","","","Username with spaces and attempt to continue",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","0","","Message Attachments Tests","","","","Send Files on Chats - Delete attachment before sending the message",""
"passed","Wed Dec 27 00:18:10 GMT 2023","Wed Dec 27 00:18:19 GMT 2023","9381","","Chat Replies Tests","","","","Chat User B - Reply popup - Validate contents and close it",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","1","","Message Attachments Tests","","","","Chat Messages with Files - Local user can download file sent",""
"passed","Wed Dec 27 00:17:51 GMT 2023","Wed Dec 27 00:17:53 GMT 2023","1601","","Create Accounts and Chat Tests","","","","Chat User A - Remove user with active chat from Favorites",""
"passed","Wed Dec 27 00:51:52 GMT 2023","Wed Dec 27 00:52:50 GMT 2023","57535","","Windows Tests: Files Screen Tests","","","","Context Menu - File - Rename",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","0","","Message Input Tests","","","","Emoji Suggested List - Selected emoji is added to input bar",""
"passed","Wed Dec 27 00:23:39 GMT 2023","Wed Dec 27 00:23:51 GMT 2023","12152","","MacOS Tests: Settings General Tests","","","","Settings General - Validate user can change accent color",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","7","","Group Chats Tests","","","","Sidebar - Search Bar - Search for a string matching a single group chat",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","0","","Sidebar Chats Tests","","","","Chat User A - Sidebar without messages sent displays No messages yet, sent one",""
"passed","Wed Dec 27 00:23:54 GMT 2023","Wed Dec 27 00:23:56 GMT 2023","1250","","MacOS Tests: Settings Message Tests","","","","Settings Messages - Go To Messages Settings",""
"passed","Wed Dec 27 00:16:37 GMT 2023","Wed Dec 27 00:17:15 GMT 2023","37197","","MacOS Tests: Files Screen Tests","","","","Files - File is renamed when uploading a file with existing file name",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","1","","Sidebar Chats Tests","","","","Chat User A - Chats Sidebar is displayed again when opening Friends Screen",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","0","","Chat Topbar Tests","","","","Pinned Messages - User can be redirected to the message when clicking on Go to message",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","1","","Group Chats Edit Tests","","","","Edit Group - Add someone to the group - Add Chat User B again",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","1","","Quick Profile Tests","","","","Chat User A - Click on Edit Profile",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","1","","Sidebar Chats Tests","","","","Chat User B - Validate message was received",""
"passed","Wed Dec 27 01:03:54 GMT 2023","Wed Dec 27 01:04:35 GMT 2023","41554","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Change banner picture",""
"passed","Wed Dec 27 00:25:50 GMT 2023","Wed Dec 27 00:25:55 GMT 2023","5486","","MacOS Tests: Settings Notifications Tests","","","","Settings Notifications - Enable only SETTINGS notifications",""
"passed","Wed Dec 27 01:18:37 GMT 2023","Wed Dec 27 01:18:44 GMT 2023","6999","","Windows Tests: Settings Accessibility Tests","","","","Settings Accessibility - Click on slider switch to enable Open Dyslexic option",""
"skipped","Wed Dec 27 00:15:40 GMT 2023","Wed Dec 27 00:15:40 GMT 2023","8","","MacOS Tests: Files Screen Tests","","","","Upload file - Validate progress indicator",""
"skipped","Wed Dec 27 00:20:33 GMT 2023","Wed Dec 27 00:20:33 GMT 2023","0","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Sidebar - Deleted group is not shown on remote side",""
"passed","Wed Dec 27 00:13:57 GMT 2023","Wed Dec 27 00:13:58 GMT 2023","945","","MacOS Tests: Chats Main Screen Tests","","","","Click on add someone redirects to Friends Page",""
"passed","Wed Dec 27 00:58:01 GMT 2023","Wed Dec 27 00:58:59 GMT 2023","57132","","Windows Tests: Files Screen Tests","","","","Files - Attempt to rename a folder with existing folder name",""
"skipped","Wed Dec 27 01:09:20 GMT 2023","Wed Dec 27 01:09:20 GMT 2023","1","","Windows Tests: Settings General Tests","","","","Settings General - Switch back language to EN-US",""
"passed","Wed Dec 27 00:23:32 GMT 2023","Wed Dec 27 00:23:38 GMT 2023","5328","","MacOS Tests: Settings General Tests","","","","Settings General - Reduce font scaling to 0.50",""
"passed","Wed Dec 27 00:19:48 GMT 2023","Wed Dec 27 00:20:23 GMT 2023","35222","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Crop banner and add banner picture",""
"passed","Wed Dec 27 00:25:08 GMT 2023","Wed Dec 27 00:25:10 GMT 2023","1738","","MacOS Tests: Settings Extensions Tests","","","","Settings Extensions - Deactivate the switch slider for Enable Automatically",""
"skipped","Wed Dec 27 00:45:51 GMT 2023","Wed Dec 27 00:45:51 GMT 2023","0","","Windows Tests: Chats Main Screen Tests","","","","Slimbar - Main buttons tooltips are displayed",""
"skipped","Wed Dec 27 00:23:29 GMT 2023","Wed Dec 27 00:23:29 GMT 2023","1","","MacOS Tests: Settings General Tests","","","","Settings General - Switch back language to EN-US",""
