"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22663","B67 - Sending and receiving GIFs and gif picker tests","mobile-chrome","Thu Dec 12 22:27:47 GMT 2024","passed","Thu Dec 12 22:28:09 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","2241","A6, A7 - Scramble Keypad will change the order of pin input buttons","desktop-chrome","Thu Dec 12 22:22:17 GMT 2024","passed","Thu Dec 12 22:22:19 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","4565","L1 - User should be able to toggle on and off emoji conversion","desktop-chrome","Thu Dec 12 22:33:14 GMT 2024","passed","Thu Dec 12 22:33:19 GMT 2024","Settings Messages Tests","10-settings-messages.spec.ts","",""
"","16797","H6, H19, B1 to B6, B16 and B17, B35 to B37 - Friend request happy path flow and then Chats Page basic send/receive text message flow","mobile-chrome","Thu Dec 12 22:24:28 GMT 2024","passed","Thu Dec 12 22:24:44 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","25099","B7, B57, B58 - Favorites tests","desktop-chrome","Thu Dec 12 22:24:43 GMT 2024","passed","Thu Dec 12 22:25:08 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5754","T5 - Highlighted border should appear around Exit DevMode when clicked","desktop-chrome","Thu Dec 12 22:36:00 GMT 2024","passed","Thu Dec 12 22:36:06 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","17815","B22 and B50 - Reaction Tests","mobile-chrome","Thu Dec 12 22:26:29 GMT 2024","passed","Thu Dec 12 22:26:46 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5596","I22 - Clicking copy should copy the Recovery Phrase to the users clipboard","mobile-chrome","Thu Dec 12 22:32:08 GMT 2024","passed","Thu Dec 12 22:32:14 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4481","I18 - Error message should appear if user inputs chars that are not allowed or exceeds limit","desktop-chrome","Thu Dec 12 22:31:23 GMT 2024","passed","Thu Dec 12 22:31:28 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5169","Q3 - User should be able to toggle on/off Message Notifications","mobile-chrome","Thu Dec 12 22:35:41 GMT 2024","passed","Thu Dec 12 22:35:46 GMT 2024","Settings Notifications Tests","16-settings-notifications.spec.ts","",""
"","4979","P1, P2 - User should be able to toggle on/off Dyslexic mode and changes are applied everywhere","desktop-chrome","Thu Dec 12 22:34:48 GMT 2024","passed","Thu Dec 12 22:34:53 GMT 2024","Settings Accessibility Tests","15-settings-accessibility.spec.ts","",""
"","4999","I22 - Clicking copy should copy the Recovery Phrase to the users clipboard","desktop-chrome","Thu Dec 12 22:31:42 GMT 2024","passed","Thu Dec 12 22:31:47 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4671","L2 - User should be able to toggle on and off Markdown support","desktop-chrome","Thu Dec 12 22:33:19 GMT 2024","passed","Thu Dec 12 22:33:23 GMT 2024","Settings Messages Tests","10-settings-messages.spec.ts","",""
"","1733","A19 - Install Banner validations - Dismiss banner","mobile-chrome","Thu Dec 12 22:23:05 GMT 2024","passed","Thu Dec 12 22:23:06 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5787","R5 - Clicking Open Source Code should take you to the source code","desktop-chrome","Thu Dec 12 22:35:27 GMT 2024","passed","Thu Dec 12 22:35:33 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","4457","F8 - If user tries to create a folder with empty name or press Esc while name input is displayed, folder is not created","desktop-chrome","Thu Dec 12 22:36:42 GMT 2024","passed","Thu Dec 12 22:36:46 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","8131","A1, A9, A11 - Enter valid PIN redirects to Main Page","desktop-chrome","Thu Dec 12 22:21:57 GMT 2024","passed","Thu Dec 12 22:22:05 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5381","T3 - Clicking Load MockData should load all mock data throughout app","desktop-chrome","Thu Dec 12 22:35:55 GMT 2024","passed","Thu Dec 12 22:36:00 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","4876","H10, H27, H28, H29 - Copy Button Tests","desktop-chrome","Thu Dec 12 22:23:11 GMT 2024","passed","Thu Dec 12 22:23:16 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
"","5007","I19 - Status dropdown should show Online, Offline, Idle, Do not Disturb","mobile-chrome","Thu Dec 12 22:31:53 GMT 2024","passed","Thu Dec 12 22:31:58 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
