"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 19 23:38:28 GMT 2024","Fri Apr 19 23:38:33 GMT 2024","4967","","MacOS Tests: Create Pin and Account Tests","","","","Save Recovery Seed Screen - Contents validation",""
"passed","Fri Apr 19 23:44:26 GMT 2024","Fri Apr 19 23:44:35 GMT 2024","9130","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Right Click On Copy ID Button to Copy DID",""
"passed","Fri Apr 19 23:48:48 GMT 2024","Fri Apr 19 23:48:49 GMT 2024","1113","","MacOS Tests: Settings Developer Tests","","","","Settings Developer - Enable Developer Mode",""
"passed","Fri Apr 19 23:47:40 GMT 2024","Fri Apr 19 23:47:47 GMT 2024","7384","","MacOS Tests: Settings Keyboard Shortcuts Tests","","","","Settings Keybinds - Unlock Developer Settings on Settings About",""
"passed","Fri Apr 19 23:39:47 GMT 2024","Fri Apr 19 23:40:10 GMT 2024","22665","","Windows Tests: Files Screen Tests","","","","Validate Files Breadcrumbs are displayed in screen",""
"passed","Fri Apr 19 23:48:27 GMT 2024","Fri Apr 19 23:48:30 GMT 2024","3608","","MacOS Tests: Settings Notifications Tests","","","","Settings Notifications - Enable only MESSAGES notifications",""
"passed","Fri Apr 19 23:48:39 GMT 2024","Fri Apr 19 23:48:40 GMT 2024","1412","","MacOS Tests: Settings Licenses Tests","","","","Settings Licenses - Validate header/description texts and license button are present",""
"passed","Fri Apr 19 23:38:21 GMT 2024","Fri Apr 19 23:38:25 GMT 2024","3829","","MacOS Tests: Create Pin and Account Tests","","","","Enter Username Screen - Username with non-alphanumeric characters",""
"passed","Fri Apr 19 23:20:52 GMT 2024","Fri Apr 19 23:21:18 GMT 2024","25739","","MacOS Chats - Chat Replies Tests","","","","Chat Friend Requests - Create First Account",""
"passed","Fri Apr 19 23:48:04 GMT 2024","Fri Apr 19 23:48:08 GMT 2024","3865","","MacOS Tests: Settings Accessibility Tests","","","","Settings Accessibility - Assert screen texts",""
"passed","Fri Apr 19 23:38:49 GMT 2024","Fri Apr 19 23:39:04 GMT 2024","15522","","Windows Tests: Files Screen Tests","","","","Validate Nav Bar and buttons are displayed",""
"passed","Fri Apr 19 23:38:46 GMT 2024","Fri Apr 19 23:38:57 GMT 2024","10477","","MacOS Tests: Create Pin and Account Tests","","","","User can enter pin to log back into application",""
"passed","Fri Apr 19 23:48:06 GMT 2024","Fri Apr 19 23:48:36 GMT 2024","30299","","Windows Tests: Files Screen Tests","","","","Files - File is renamed when uploading a file with existing file name",""
"passed","Fri Apr 19 23:30:16 GMT 2024","Fri Apr 19 23:30:32 GMT 2024","16594","","Windows Tests: Create Pin and Account Tests","","","","Enter Username Screen - Username with non-alphanumeric characters",""
"passed","Fri Apr 19 23:45:28 GMT 2024","Fri Apr 19 23:45:31 GMT 2024","2774","","MacOS Tests: Settings General Tests","","","","Settings General - Reduce font scaling to 0.75",""
"passed","Fri Apr 19 23:45:22 GMT 2024","Fri Apr 19 23:45:26 GMT 2024","3943","","MacOS Tests: Settings General Tests","","","","Settings General - Validate tooltips from buttons",""
"passed","Fri Apr 19 23:49:13 GMT 2024","Fri Apr 19 23:49:26 GMT 2024","13446","","MacOS Tests: Import Account Tests","","","","Save Recovery Seed Screen - Enter valid recovery seed and continue",""
"passed","Fri Apr 19 23:43:20 GMT 2024","Fri Apr 19 23:43:45 GMT 2024","24939","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Change profile picture",""
"skipped","Fri Apr 19 23:39:01 GMT 2024","Fri Apr 19 23:39:01 GMT 2024","0","","MacOS Tests: Chats Main Screen Tests","","","","Validate Main Nav Bar buttons tooltips are displayed",""
"passed","Fri Apr 19 23:41:35 GMT 2024","Fri Apr 19 23:41:45 GMT 2024","9961","","MacOS Tests: Files Screen Tests","","","","Files - Attempt to create a folder with existing folder name",""
"passed","Fri Apr 19 23:48:36 GMT 2024","Fri Apr 19 23:49:49 GMT 2024","72408","","Windows Tests: Files Screen Tests","","","","Files - Attempt to rename a file with existing file name",""
