"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5148","N1 - User should land on Installed when navigating to this page","mobile-chrome","Wed Dec 04 22:30:40 GMT 2024","passed","Wed Dec 04 22:30:45 GMT 2024","Settings Extensions Tests","12-settings-extensions.spec.ts","",""
"","5587","T1, T2 - Clicking Exit Devmode should exit user out of Devmode","desktop-chrome","Wed Dec 04 22:31:50 GMT 2024","passed","Wed Dec 04 22:31:56 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","6401","S1 - Clicking View License should take user to our licenses page","mobile-chrome","Wed Dec 04 22:32:25 GMT 2024","passed","Wed Dec 04 22:32:32 GMT 2024","Settings Licenses Tests","19-settings-licenses.spec.ts","",""
"","4547","A16 - Default identicon profile image is assigned to new user if user does not setup a custom profile picture","desktop-chrome","Wed Dec 04 22:18:36 GMT 2024","passed","Wed Dec 04 22:18:40 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","4701","F13 - Files and folders are still visible after logging out and login again","mobile-chrome","Wed Dec 04 22:33:43 GMT 2024","skipped","Wed Dec 04 22:33:48 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","20894","B52 and B53 - Sending and receiving files tests","desktop-chrome","Wed Dec 04 22:22:52 GMT 2024","passed","Wed Dec 04 22:23:12 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4952","I23 - User should be able to click checkbox to determine whether they want to store Recovery Phrase on account","desktop-chrome","Wed Dec 04 22:27:40 GMT 2024","passed","Wed Dec 04 22:27:44 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5952","H1, H2, H3, H4, H5, H8 - Navigate through friends pages and validate UI elements","mobile-chrome","Wed Dec 04 22:19:15 GMT 2024","passed","Wed Dec 04 22:19:21 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
"","5260","Q4 - User should be able to toggle on/off Settings Notifications","mobile-chrome","Wed Dec 04 22:31:46 GMT 2024","passed","Wed Dec 04 22:31:51 GMT 2024","Settings Notifications Tests","16-settings-notifications.spec.ts","",""
"","4982","I2, I3 - Banner Picture - User can upload banner","mobile-chrome","Wed Dec 04 22:26:38 GMT 2024","passed","Wed Dec 04 22:26:43 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
