"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 05 13:13:30 GMT 2024","Fri Apr 05 13:13:53 GMT 2024","22890","","Message Attachments Tests","","","","Chat Messages with Files - Remote user can download file received",""
"passed","Fri Apr 05 19:33:38 GMT 2024","Fri Apr 05 19:33:58 GMT 2024","20734","","Windows Tests: Settings Notifications Tests","","","","Settings Notifications - Disable all notifications by switching ENABLED toggle to off",""
"passed","Fri Apr 05 12:34:30 GMT 2024","Fri Apr 05 12:34:35 GMT 2024","5475","","MacOS Tests: Settings Audio Tests","","","","Settings Audio - Disable switches enabled by default",""
"skipped","Fri Apr 05 12:38:04 GMT 2024","Fri Apr 05 12:38:04 GMT 2024","0","","MacOS Tests: Offline Friend Requests Tests","","","","Offline Friend Requests - Create account user #2",""
"passed","Fri Apr 05 18:49:38 GMT 2024","Fri Apr 05 18:49:43 GMT 2024","4390","","Windows Tests: Chats Main Screen Tests","","","","Welcome Screen - Welcome Image is displayed when no conversations are available",""
"passed","Fri Apr 05 13:02:43 GMT 2024","Fri Apr 05 13:03:16 GMT 2024","32347","","Message Input Tests","","","","Chat Input Text - Validate texts with ~ and ~~ markdown are sent in strikethrough",""
"passed","Fri Apr 05 19:08:41 GMT 2024","Fri Apr 05 19:09:46 GMT 2024","65101","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Profile Picture - Crop Image and add profile picture",""
"passed","Fri Apr 05 19:31:59 GMT 2024","Fri Apr 05 19:32:14 GMT 2024","15003","","Windows Tests: Settings Keyboard Shortcuts Tests","","","","Keybind Shortcuts - Validate default keybind for Hide/Focus Uplink is working",""
"passed","Fri Apr 05 12:26:44 GMT 2024","Fri Apr 05 12:26:49 GMT 2024","5037","","MacOS Tests: Create Pin and Account Tests","","","","Enter Username Screen - Enter valid username to continue",""
"passed","Fri Apr 05 12:58:12 GMT 2024","Fri Apr 05 12:58:16 GMT 2024","3893","","Message Context Menu Tests","","","","Chat User B - Context Menu - Copy Text from Message Received",""
"passed","Fri Apr 05 19:17:24 GMT 2024","Fri Apr 05 19:18:23 GMT 2024","59409","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Username with more than 32 characters",""
"passed","Fri Apr 05 13:18:52 GMT 2024","Fri Apr 05 13:18:56 GMT 2024","4005","","Sidebar Chats Tests","","","","Chat User A - Chats Sidebar is hidden when entering to Settings Screen",""
"passed","Fri Apr 05 12:34:13 GMT 2024","Fri Apr 05 12:34:15 GMT 2024","2101","","MacOS Tests: Settings Message Tests","","","","Settings Messages - Validate header and description texts are correct",""
"passed","Fri Apr 05 13:14:29 GMT 2024","Fri Apr 05 13:14:38 GMT 2024","8365","","Chat Topbar Tests","","","","Pinned Messages - Pinned message with attachment shows icon, extension, filename and metadata",""
"skipped","Fri Apr 05 12:38:04 GMT 2024","Fri Apr 05 12:38:04 GMT 2024","1","","MacOS Tests: Offline Friend Requests Tests","","","","Offline Messages - Assert message received from UserB",""
"skipped","Fri Apr 05 13:05:07 GMT 2024","Fri Apr 05 13:05:07 GMT 2024","1","","Message Input Tests","","","","Validate Typing Indicator is displayed if remote user is typing",""
"passed","Fri Apr 05 12:28:13 GMT 2024","Fri Apr 05 12:28:18 GMT 2024","4829","","MacOS Tests: Files Screen Tests","","","","Context Menu - Folder - Rename",""
"passed","Fri Apr 05 19:38:28 GMT 2024","Fri Apr 05 19:38:29 GMT 2024","510","","Windows Tests: Settings Developer Tests","","","","User can open Web Inspector from Context Menu",""
"passed","Fri Apr 05 19:10:51 GMT 2024","Fri Apr 05 19:11:48 GMT 2024","56413","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Change profile picture",""
"passed","Fri Apr 05 12:27:46 GMT 2024","Fri Apr 05 12:28:12 GMT 2024","25443","","MacOS Tests: Files Screen Tests","","","","Upload file - Click on add file and select file",""
"passed","Fri Apr 05 19:35:12 GMT 2024","Fri Apr 05 19:35:38 GMT 2024","25326","","Windows Tests: Settings Notifications Tests","","","","Settings Notifications - Enable only SETTINGS notifications",""
"skipped","Fri Apr 05 12:37:21 GMT 2024","Fri Apr 05 12:37:21 GMT 2024","1","","MacOS Tests: Settings Developer Tests","","","","Settings Developer - Print State button",""
"passed","Fri Apr 05 13:26:53 GMT 2024","Fri Apr 05 13:27:01 GMT 2024","7701","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Sidebar - Context Menu - Hide chat",""
"passed","Fri Apr 05 19:34:47 GMT 2024","Fri Apr 05 19:35:12 GMT 2024","25202","","Windows Tests: Settings Notifications Tests","","","","Settings Notifications - Enable only MESSAGES notifications",""
"passed","Fri Apr 05 19:23:04 GMT 2024","Fri Apr 05 19:23:30 GMT 2024","26134","","Windows Tests: Settings Audio Tests","","","","Settings Audio - Assert screen texts for input/output device and sample rate selection",""
"passed","Fri Apr 05 13:15:36 GMT 2024","Fri Apr 05 13:15:42 GMT 2024","5893","","Quick Profile Tests","","","","Chat User A - Click on Edit Profile",""
"passed","Fri Apr 05 12:34:22 GMT 2024","Fri Apr 05 12:34:25 GMT 2024","3095","","MacOS Tests: Settings Audio Tests","","","","Settings Audio - Assert screen texts for input/output device and sample rate selection",""
"passed","Fri Apr 05 19:12:43 GMT 2024","Fri Apr 05 19:13:08 GMT 2024","25088","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Validate Copy ID button tooltip",""
"passed","Fri Apr 05 12:32:46 GMT 2024","Fri Apr 05 12:32:54 GMT 2024","8497","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Right Click On Copy ID Button to Copy Username",""
"passed","Fri Apr 05 12:36:36 GMT 2024","Fri Apr 05 12:36:38 GMT 2024","1669","","MacOS Tests: Settings Accessibility Tests","","","","Settings Accessibility - Click on slider switch to enable Open Dyslexic option",""
"passed","Fri Apr 05 19:29:45 GMT 2024","Fri Apr 05 19:29:58 GMT 2024","13528","","Windows Tests: Settings Keyboard Shortcuts Tests","","","","Keybind Shortcuts - Validate custom keybind can be used correctly",""
"passed","Fri Apr 05 12:30:35 GMT 2024","Fri Apr 05 12:31:10 GMT 2024","34567","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Profile Picture - Crop Image and add profile picture",""
"passed","Fri Apr 05 12:36:38 GMT 2024","Fri Apr 05 12:36:39 GMT 2024","1452","","MacOS Tests: Settings Accessibility Tests","","","","Settings Audio - Click on slider switches to disable the options",""
"passed","Fri Apr 05 13:25:43 GMT 2024","Fri Apr 05 13:26:06 GMT 2024","23138","","Group Chats Favorites and Sidebar Tests","","","","""before all"" hook for Group Chats Favorites and Sidebar Tests",""
"passed","Fri Apr 05 19:23:47 GMT 2024","Fri Apr 05 19:24:12 GMT 2024","25343","","Windows Tests: Settings Audio Tests","","","","Settings Audio - Assert screen texts for Media-Message Sounds and Call Timer",""
"passed","Fri Apr 05 13:25:28 GMT 2024","Fri Apr 05 13:25:38 GMT 2024","9753","","Group Chats Edit Tests","","","","Group Chat Invited User - Can rename group after enabling allow to rename group",""
"passed","Fri Apr 05 12:37:18 GMT 2024","Fri Apr 05 12:37:20 GMT 2024","1150","","MacOS Tests: Settings Developer Tests","","","","Settings Developer - Save Logs switch",""
"passed","Fri Apr 05 13:27:23 GMT 2024","Fri Apr 05 13:27:26 GMT 2024","3005","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Sidebar - If a user leaves a group, remote user will see the number of group members decreased",""
"skipped","Fri Apr 05 18:55:50 GMT 2024","Fri Apr 05 18:55:50 GMT 2024","1","","Windows Tests: Files Screen Tests","","","","Upload file - Validate progress indicator",""
"passed","Fri Apr 05 12:53:04 GMT 2024","Fri Apr 05 12:53:15 GMT 2024","10656","","Create Accounts and Chat Tests","","","","Chat User B - Settings Notifications - Disable notifications",""
"passed","Fri Apr 05 13:19:06 GMT 2024","Fri Apr 05 13:19:09 GMT 2024","3168","","Sidebar Chats Tests","","","","Chat User B - Sidebar - Wait for receiving a a new message",""
"passed","Fri Apr 05 12:54:56 GMT 2024","Fri Apr 05 12:54:57 GMT 2024","907","","Create Accounts and Chat Tests","","","","Chat User B - Assert message received from Chat User A",""
"passed","Fri Apr 05 12:34:59 GMT 2024","Fri Apr 05 12:35:01 GMT 2024","1665","","MacOS Tests: Settings Extensions Tests","","","","Settings Extensions - Enable Emoji Selector extension",""
"skipped","Fri Apr 05 12:33:52 GMT 2024","Fri Apr 05 12:33:52 GMT 2024","0","","MacOS Tests: Settings General Tests","","","","Settings General - Change language",""
"passed","Fri Apr 05 12:35:06 GMT 2024","Fri Apr 05 12:35:07 GMT 2024","1419","","MacOS Tests: Settings Extensions Tests","","","","Settings Extensions - Activate the switch slider for Enable Automatically",""
"passed","Fri Apr 05 12:29:37 GMT 2024","Fri Apr 05 12:29:47 GMT 2024","9623","","MacOS Tests: Files Screen Tests","","","","Files - Attempt to create a folder with existing folder name",""
"skipped","Fri Apr 05 12:38:04 GMT 2024","Fri Apr 05 12:38:04 GMT 2024","1","","MacOS Tests: Offline Friend Requests Tests","","","","Offline Messages - Assert user can receive messages while being offline",""
"skipped","Fri Apr 05 19:38:28 GMT 2024","Fri Apr 05 19:38:28 GMT 2024","0","","Windows Tests: Settings Developer Tests","","","","Settings Developer - Open folder button",""
"passed","Fri Apr 05 13:26:36 GMT 2024","Fri Apr 05 13:26:47 GMT 2024","11033","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Sidebar - Any new messages received in group should appear in Sidebar",""
"passed","Fri Apr 05 13:27:54 GMT 2024","Fri Apr 05 13:27:59 GMT 2024","4970","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Sidebar - Delete group",""
"passed","Fri Apr 05 19:31:15 GMT 2024","Fri Apr 05 19:31:34 GMT 2024","19470","","Windows Tests: Settings Keyboard Shortcuts Tests","","","","Keybind Shortcuts - Validate default keybinds for Increase/Decrease Font Size are working",""
"passed","Fri Apr 05 13:13:09 GMT 2024","Fri Apr 05 13:13:14 GMT 2024","5769","","Message Attachments Tests","","","","Receive Files on Chats - Received Message with Attachment - Text Message contents",""
"passed","Fri Apr 05 18:47:13 GMT 2024","Fri Apr 05 18:47:30 GMT 2024","16429","","Windows Tests: Create Pin and Account Tests","","","","Enter Username Screen - Username with non-alphanumeric characters",""
"passed","Fri Apr 05 18:42:12 GMT 2024","Fri Apr 05 18:42:36 GMT 2024","24117","","Windows Tests: Create Pin and Account Tests","","","","Enter Pin Screen - Enter a pin with less than 4 characters",""
"passed","Fri Apr 05 19:19:29 GMT 2024","Fri Apr 05 19:20:24 GMT 2024","54691","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Recovery Seed - Reveal Seed Words",""
"passed","Fri Apr 05 12:25:48 GMT 2024","Fri Apr 05 12:25:50 GMT 2024","1838","","MacOS Tests: Create Pin and Account Tests","","","","Enter Pin Screen - Reset Account is shown after right clicking on Help Button",""
"passed","Fri Apr 05 12:26:52 GMT 2024","Fri Apr 05 12:26:53 GMT 2024","1503","","MacOS Tests: Chats Main Screen Tests","","","","Validate Sidebar is displayed in screen",""
"passed","Fri Apr 05 13:27:26 GMT 2024","Fri Apr 05 13:27:45 GMT 2024","18652","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Add Chat User B again to the group",""
"skipped","Fri Apr 05 18:50:28 GMT 2024","Fri Apr 05 18:50:28 GMT 2024","0","","Windows Tests: Chats Main Screen Tests","","","","Slimbar - Main buttons tooltips are displayed",""
"passed","Fri Apr 05 12:26:24 GMT 2024","Fri Apr 05 12:26:29 GMT 2024","5068","","MacOS Tests: Create Pin and Account Tests","","","","Enter Username Screen - Cannot continue with empty value",""
"passed","Fri Apr 05 12:55:40 GMT 2024","Fri Apr 05 12:55:52 GMT 2024","12015","","Chat Replies Tests","","","","Chat User B - Reply popup - Validate contents and close it",""
"passed","Fri Apr 05 13:20:02 GMT 2024","Fri Apr 05 13:20:27 GMT 2024","25177","","Group Chats Tests","","","","""before all"" hook for Group Chats Tests",""
"passed","Fri Apr 05 19:26:43 GMT 2024","Fri Apr 05 19:26:52 GMT 2024","8863","","Windows Tests: Settings Extensions Tests","","","","Settings Extensions - Disable Emoji Selector extension",""
"skipped","Fri Apr 05 12:37:10 GMT 2024","Fri Apr 05 12:37:10 GMT 2024","0","","MacOS Tests: Settings About Tests","","","","Settings About - Click on Open Website",""
"passed","Fri Apr 05 19:03:09 GMT 2024","Fri Apr 05 19:04:47 GMT 2024","98870","","Windows Tests: Files Screen Tests","","","","Files - Attempt to create a folder with existing folder name",""
"passed","Fri Apr 05 12:35:01 GMT 2024","Fri Apr 05 12:35:03 GMT 2024","1711","","MacOS Tests: Settings Extensions Tests","","","","Settings Extensions - Go to Explore panel and assert contents",""
"passed","Fri Apr 05 19:28:59 GMT 2024","Fri Apr 05 19:29:34 GMT 2024","34458","","Windows Tests: Settings Keyboard Shortcuts Tests","","","","Settings Keyboard Shortcuts - Validate default keybinds are displayed",""
"passed","Fri Apr 05 19:26:52 GMT 2024","Fri Apr 05 19:27:02 GMT 2024","9327","","Windows Tests: Settings Extensions Tests","","","","Settings Extensions - Enable Emoji Selector extension",""
"passed","Fri Apr 05 13:20:28 GMT 2024","Fri Apr 05 13:20:44 GMT 2024","15710","","Group Chats Tests","","","","Chat User A - Click on Create Group Chat and close modal",""
"passed","Fri Apr 05 13:18:29 GMT 2024","Fri Apr 05 13:18:45 GMT 2024","16102","","Sidebar Chats Tests","","","","Chat User A - Sidebar - Send a message to User B",""
"passed","Fri Apr 05 12:26:31 GMT 2024","Fri Apr 05 12:26:35 GMT 2024","3204","","MacOS Tests: Create Pin and Account Tests","","","","Enter Username Screen - Username with more than 32 characters and attempt to continue",""
"passed","Fri Apr 05 12:35:19 GMT 2024","Fri Apr 05 12:35:37 GMT 2024","17901","","MacOS Tests: Settings Keyboard Shortcuts Tests","","","","Settings Keyboard Shortcuts - Validate default keybinds are displayed",""
"passed","Fri Apr 05 13:27:13 GMT 2024","Fri Apr 05 13:27:18 GMT 2024","5355","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Validate remote user received the message",""
"passed","Fri Apr 05 12:35:09 GMT 2024","Fri Apr 05 12:35:19 GMT 2024","9823","","MacOS Tests: Settings Keyboard Shortcuts Tests","","","","Settings Keyboard Shortcuts - Validate header and description texts are correct",""
