"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","MacOS Tests: Create Pin and Account Tests","","0","1","31","6","0"
"","Create Accounts and Chat Tests","","0","1","1","0","0"
"","MacOS Tests: Chats Main Screen Tests","","0","1","0","0","0"
