"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 04 22:03:33 GMT 2024","Thu Jan 04 22:03:39 GMT 2024","6642","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Click On Copy ID Button",""
"passed","Thu Jan 04 22:08:00 GMT 2024","Thu Jan 04 22:08:04 GMT 2024","4205","","MacOS Tests: Friends Screen Tests","","","","Add Friend Input - Error is displayed when non-alphanumeric chars are provided",""
"passed","Thu Jan 04 22:05:04 GMT 2024","Thu Jan 04 22:05:06 GMT 2024","1988","","MacOS Tests: Settings General Tests","","","","Settings General - Return theme to Dark Theme",""
"passed","Thu Jan 04 21:35:27 GMT 2024","Thu Jan 04 21:35:56 GMT 2024","29044","","Message Input Tests","","","","Chat Input Text - Validate text starting with www. is sent as link",""
"skipped","Thu Jan 04 21:42:09 GMT 2024","Thu Jan 04 21:42:09 GMT 2024","1","","Sidebar Chats Tests","","","","Chat User B - Sidebar - If user deletes chat on remote side, it will be removed on local side as well",""
"passed","Thu Jan 04 22:16:19 GMT 2024","Thu Jan 04 22:16:31 GMT 2024","11780","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Validate change banner tooltip",""
"passed","Thu Jan 04 22:01:15 GMT 2024","Thu Jan 04 22:01:17 GMT 2024","1835","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Assert texts for Your New Profile dialog",""
"passed","Thu Jan 04 22:04:15 GMT 2024","Thu Jan 04 22:04:36 GMT 2024","20524","","Windows Tests: Files Screen Tests","","","","Click in the Folder button to take you to the selected folder",""
"skipped","Thu Jan 04 22:38:42 GMT 2024","Thu Jan 04 22:38:42 GMT 2024","1","","Windows Tests: Settings Developer Tests","","","","Settings Developer - Clear Cache",""
"passed","Thu Jan 04 22:01:18 GMT 2024","Thu Jan 04 22:01:20 GMT 2024","1710","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Assert screen and placeholder texts",""
"passed","Thu Jan 04 22:06:11 GMT 2024","Thu Jan 04 22:06:13 GMT 2024","2340","","MacOS Tests: Settings Extensions Tests","","","","Settings Extensions - Enable Emoji Selector extension",""
"passed","Thu Jan 04 21:30:12 GMT 2024","Thu Jan 04 21:30:15 GMT 2024","3593","","Create Accounts and Chat Tests","","","","Chat User B - Validate friend request was accepted",""
"passed","Thu Jan 04 22:04:07 GMT 2024","Thu Jan 04 22:04:12 GMT 2024","5087","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Username with less than 4 characters",""
"passed","Thu Jan 04 22:09:43 GMT 2024","Thu Jan 04 22:09:43 GMT 2024","458","","MacOS Tests: Friends Screen Tests","","","","Favorites - Validate Sidebar Favorites is displayed after adding users to favorites",""
"passed","Thu Jan 04 22:00:11 GMT 2024","Thu Jan 04 22:00:14 GMT 2024","3432","","Windows Tests: Chats Main Screen Tests","","","","Friends Screen - Image is displayed when no friends have been added yet",""
"passed","Thu Jan 04 22:05:17 GMT 2024","Thu Jan 04 22:05:22 GMT 2024","4934","","MacOS Tests: Settings Audio Tests","","","","Settings Audio - Assert screen texts for input/output device and sample rate selection",""
"passed","Thu Jan 04 21:38:09 GMT 2024","Thu Jan 04 21:38:27 GMT 2024","17296","","Message Attachments Tests","","","","Send files from Browse Files - Message sent with attachments is shown on local side",""
"passed","Thu Jan 04 22:26:47 GMT 2024","Thu Jan 04 22:27:50 GMT 2024","62370","","Windows Tests: Settings Audio Tests","","","","Settings Audio - Click on slider switches to enable the options",""
"skipped","Thu Jan 04 21:42:09 GMT 2024","Thu Jan 04 21:42:09 GMT 2024","0","","Group Chats Tests","","","","User B - Group Chat is displayed on remote participant users sidebar",""
"skipped","Thu Jan 04 21:42:09 GMT 2024","Thu Jan 04 21:42:09 GMT 2024","1","","Sidebar Chats Tests","","","","Sidebar - Favorites - Add user to Favorites",""
"passed","Thu Jan 04 22:02:21 GMT 2024","Thu Jan 04 22:02:23 GMT 2024","2319","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Validate change banner tooltip",""
"passed","Thu Jan 04 21:39:14 GMT 2024","Thu Jan 04 21:39:57 GMT 2024","42560","","Message Attachments Tests","","","","Send File from Add Files - Select a file and send message with attachment",""
"passed","Thu Jan 04 22:01:49 GMT 2024","Thu Jan 04 22:02:00 GMT 2024","10833","","Windows Tests: Files Screen Tests","","","","Validate Sidebar is displayed in screen",""
"skipped","Thu Jan 04 21:42:09 GMT 2024","Thu Jan 04 21:42:09 GMT 2024","0","","Group Chats Tests","","","","Chat User A - Group Chat is displayed on local user sidebar",""
"skipped","Thu Jan 04 22:07:36 GMT 2024","Thu Jan 04 22:07:36 GMT 2024","1","","MacOS Tests: Settings Developer Tests","","","","Settings Developer - Disable Developer Mode switch",""
"passed","Thu Jan 04 22:31:13 GMT 2024","Thu Jan 04 22:31:20 GMT 2024","6999","","Windows Tests: Settings Accessibility Tests","","","","Settings Audio - Click on slider switches to disable the options",""
"passed","Thu Jan 04 21:33:53 GMT 2024","Thu Jan 04 21:33:59 GMT 2024","5791","","Message Context Menu Tests","","","","Chat User B - Users can add a new reaction to a message already containing reactions",""
"passed","Thu Jan 04 22:21:18 GMT 2024","Thu Jan 04 22:22:13 GMT 2024","54717","","Windows Tests: Settings General Tests","","","","Settings General - Validate header and description texts are correct",""
"passed","Thu Jan 04 22:07:01 GMT 2024","Thu Jan 04 22:07:09 GMT 2024","7802","","MacOS Tests: Settings About Tests","","","","Settings About - Validate header and description texts from settings sections",""
"passed","Thu Jan 04 21:55:55 GMT 2024","Thu Jan 04 21:56:15 GMT 2024","19433","","Windows Tests: Create Pin and Account Tests","","","","Enter a pin with less than 4 characters",""
"passed","Thu Jan 04 21:29:04 GMT 2024","Thu Jan 04 21:29:38 GMT 2024","33945","","Create Accounts and Chat Tests","","","","Chat User B - Create Account",""
"skipped","Thu Jan 04 21:42:09 GMT 2024","Thu Jan 04 21:42:09 GMT 2024","1","","Group Chats Edit Tests","","","","Edit Group - Group Name Edit - Contents displayed",""
"skipped","Thu Jan 04 21:42:09 GMT 2024","Thu Jan 04 21:42:09 GMT 2024","1","","Group Chats Edit Tests","","","","Edit Group - Contents displayed in add list are correct",""
"skipped","Thu Jan 04 21:42:09 GMT 2024","Thu Jan 04 21:42:09 GMT 2024","0","","Group Chats Favorites and Sidebar Tests","","","","Group Chat - Add Chat User B again to the group",""
