"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35257","I2, I3 - Banner Picture - User can upload banner","desktop-chrome","Mon Dec 02 17:40:28 GMT 2024","failed","Mon Dec 02 17:41:03 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","34723","H10, H27, H28, H29 - Copy Button Tests","desktop-chrome","Mon Dec 02 16:47:20 GMT 2024","failed","Mon Dec 02 16:47:55 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
"","37358","B52 and B53 - Sending and receiving files tests","desktop-chrome","Mon Dec 02 17:14:45 GMT 2024","failed","Mon Dec 02 17:15:22 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","34974","C10 - Textbox should have highlighted border when clicking into Chat Search","mobile-chrome","Mon Dec 02 17:38:20 GMT 2024","failed","Mon Dec 02 17:38:55 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","37692","C11, C12, C16, C17 and C19 - Chat Sidebar tests","mobile-chrome","Mon Dec 02 17:03:18 GMT 2024","failed","Mon Dec 02 17:03:55 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","34991","I1 - Banner Picture - Tooltip displayed","mobile-chrome","Mon Dec 02 17:40:08 GMT 2024","failed","Mon Dec 02 17:40:43 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5960","A17 - Download seed phrase file","mobile-chrome","Mon Dec 02 16:44:29 GMT 2024","passed","Mon Dec 02 16:44:35 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","37421","B18 and B19, B23 to B25 - Chats Context Menu tests","desktop-chrome","Mon Dec 02 17:06:51 GMT 2024","failed","Mon Dec 02 17:07:28 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","34729","C3 - Hovering over Nav buttons should show tooltips","mobile-chrome","Mon Dec 02 17:32:59 GMT 2024","failed","Mon Dec 02 17:33:33 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","37708","Videocall testing between two users - mute, unmute, fullscreen, expand/collapse call","mobile-chrome","Mon Dec 02 17:25:18 GMT 2024","failed","Mon Dec 02 17:25:56 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5055","A14 - If Stay Unlocked is toggled on, user should be redirected to enter PIN after logging off","mobile-chrome","Mon Dec 02 16:44:15 GMT 2024","passed","Mon Dec 02 16:44:20 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","14915","A1, A9, A11 - Enter valid PIN redirects to Main Page","mobile-chrome","Mon Dec 02 16:43:26 GMT 2024","passed","Mon Dec 02 16:43:41 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","38043","B18 and B19, B23 to B25 - Chats Context Menu tests","mobile-chrome","Mon Dec 02 17:07:18 GMT 2024","failed","Mon Dec 02 17:07:56 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","34750","H1, H2, H3, H4, H5, H8 - Navigate through friends pages and validate UI elements","desktop-chrome","Mon Dec 02 16:45:34 GMT 2024","failed","Mon Dec 02 16:46:08 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
