"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5482","A17 - Download seed phrase file","mobile-chrome","Wed Dec 04 10:29:44 GMT 2024","passed","Wed Dec 04 10:29:50 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5522","I15, I16 - User should be able to change Status Message and see toast notification for update","mobile-chrome","Wed Dec 04 10:38:02 GMT 2024","passed","Wed Dec 04 10:38:07 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5045","I8 - Short ID Context menu should allow to copy DID or Short ID intoto clipboard","desktop-chrome","Wed Dec 04 10:37:44 GMT 2024","passed","Wed Dec 04 10:37:49 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","18496","B22 and B50 - Reaction Tests","desktop-chrome","Wed Dec 04 10:33:17 GMT 2024","passed","Wed Dec 04 10:33:35 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4869","C10 - Textbox should have highlighted border when clicking into Chat Search","desktop-chrome","Wed Dec 04 10:37:11 GMT 2024","passed","Wed Dec 04 10:37:16 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","4797","F8 - If user tries to create a folder with empty name or press Esc while name input is displayed, folder is not created","mobile-chrome","Wed Dec 04 10:43:43 GMT 2024","skipped","Wed Dec 04 10:43:47 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","4795","C3 - Hovering over Nav buttons should show tooltips","mobile-chrome","Wed Dec 04 10:36:41 GMT 2024","passed","Wed Dec 04 10:36:46 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","5432","K5 - Font size should have a minimum of .82","mobile-chrome","Wed Dec 04 10:39:14 GMT 2024","passed","Wed Dec 04 10:39:19 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","5069","F6, F11 -Clicking Upload should then open up the OS files browser and user can upload files in root folder","desktop-chrome","Wed Dec 04 10:43:47 GMT 2024","passed","Wed Dec 04 10:43:52 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","19454","B51 - Chats Markdowns Tests","mobile-chrome","Wed Dec 04 10:33:25 GMT 2024","passed","Wed Dec 04 10:33:44 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
