"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","MacOS Tests: Chats Main Screen Tests","","0","0","18","4","0"
"","Chat Replies Tests","","0","0","9","0","0"
"","MacOS Tests: Create Pin and Account Tests","","0","0","32","6","0"
"","Create Accounts and Chat Tests","","0","0","25","0","0"
"","MacOS Tests: Files Screen Tests","","0","1","22","2","0"
"","Message Context Menu Tests","","0","0","4","0","0"
