"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5576","A17 - Download seed phrase file","mobile-chrome","Tue Dec 03 23:37:11 GMT 2024","passed","Tue Dec 03 23:37:16 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","4921","M5 - User should be able to toggle on and off Echo Cancellation","desktop-chrome","Tue Dec 03 23:48:06 GMT 2024","passed","Tue Dec 03 23:48:11 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","6072","I9, I10 - User should be able to change username and see toast notification of change","mobile-chrome","Tue Dec 03 23:45:16 GMT 2024","passed","Tue Dec 03 23:45:22 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5271","R1 - ""About Uplink"" should appear at top of page","mobile-chrome","Tue Dec 03 23:50:02 GMT 2024","passed","Tue Dec 03 23:50:08 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","4718","C3 - Hovering over Nav buttons should show tooltips","mobile-chrome","Tue Dec 03 23:44:19 GMT 2024","passed","Tue Dec 03 23:44:24 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","21144","B52 and B53 - Sending and receiving files tests","desktop-chrome","Tue Dec 03 23:41:22 GMT 2024","passed","Tue Dec 03 23:41:43 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4874","F14 - If user upload the same file again, file is uploaded but with different filename","mobile-chrome","Tue Dec 03 23:52:02 GMT 2024","skipped","Tue Dec 03 23:52:07 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","5261","R6 and R7 - Made In header text, description and flags displayed","mobile-chrome","Tue Dec 03 23:50:25 GMT 2024","passed","Tue Dec 03 23:50:30 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","0","B8 to B14 - Quick Profile Remote - Updating username, status, banner and profile picture","mobile-chrome","Tue Dec 03 23:40:03 GMT 2024","skipped","Tue Dec 03 23:40:03 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5804","R4 - Clicking Open Website should take you to the Uplink website","mobile-chrome","Tue Dec 03 23:50:13 GMT 2024","passed","Tue Dec 03 23:50:19 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
