"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","B8 to B14 - Quick Profile Local and Remote -  Updating note","mobile-chrome","Fri Dec 13 20:44:18 GMT 2024","skipped","Fri Dec 13 20:44:18 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","17873","B66 - Sending and receiving emojis and emoji picker tests","mobile-chrome","Fri Dec 13 20:45:49 GMT 2024","passed","Fri Dec 13 20:46:07 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","15597","C11, C12, C16, C17 and C19 - Chat Sidebar tests","desktop-chrome","Fri Dec 13 20:43:34 GMT 2024","passed","Fri Dec 13 20:43:50 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4799","I22 - Clicking copy should copy the Recovery Phrase to the users clipboard","desktop-chrome","Fri Dec 13 20:49:44 GMT 2024","passed","Fri Dec 13 20:49:49 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4547","K3 - Selected Fonts should be applied everywhere throughout the app","desktop-chrome","Fri Dec 13 20:50:16 GMT 2024","passed","Fri Dec 13 20:50:20 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","5587","H1, H2, H3, H4, H5, H8 - Navigate through friends pages and validate UI elements","mobile-chrome","Fri Dec 13 20:41:39 GMT 2024","passed","Fri Dec 13 20:41:45 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
"","4926","M9 - User should be able to toggle on and off Call Timer","mobile-chrome","Fri Dec 13 20:52:33 GMT 2024","passed","Fri Dec 13 20:52:38 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","4391","F7 - User can create new folders on root","desktop-chrome","Fri Dec 13 20:54:16 GMT 2024","passed","Fri Dec 13 20:54:21 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","4255","C3 - Hovering over Nav buttons should show tooltips","desktop-chrome","Fri Dec 13 20:48:06 GMT 2024","passed","Fri Dec 13 20:48:11 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","4388","I5 - Profile picture shows default profile picture until custom profile picture is set","desktop-chrome","Fri Dec 13 20:48:37 GMT 2024","passed","Fri Dec 13 20:48:42 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4390","N1 - User should land on Installed when navigating to this page","desktop-chrome","Fri Dec 13 20:51:55 GMT 2024","passed","Fri Dec 13 20:52:00 GMT 2024","Settings Extensions Tests","12-settings-extensions.spec.ts","",""
"","4803","I24 - Clicking LogOut should log user out of the account","mobile-chrome","Fri Dec 13 20:50:25 GMT 2024","passed","Fri Dec 13 20:50:30 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4929","I4 - Clicking upload picture on Profile picture should open File Browser","mobile-chrome","Fri Dec 13 20:48:53 GMT 2024","passed","Fri Dec 13 20:48:58 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","17992","B66 - Sending and receiving emojis and emoji picker tests","desktop-chrome","Fri Dec 13 20:45:42 GMT 2024","passed","Fri Dec 13 20:46:00 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4895","M7 - User should be able to toggle on and off Control Sounds","mobile-chrome","Fri Dec 13 20:52:23 GMT 2024","passed","Fri Dec 13 20:52:28 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","7895","H22, H23, H24, H25 - Invalid attempts for sending friend request","desktop-chrome","Fri Dec 13 20:41:49 GMT 2024","passed","Fri Dec 13 20:41:57 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
"","4089","H10, H27, H28, H29 - Copy Button Tests","desktop-chrome","Fri Dec 13 20:41:45 GMT 2024","passed","Fri Dec 13 20:41:49 GMT 2024","Friends tests","02-friends-one-instance.spec.ts","",""
"","4431","Q3 - User should be able to toggle on/off Message Notifications","desktop-chrome","Fri Dec 13 20:52:49 GMT 2024","passed","Fri Dec 13 20:52:53 GMT 2024","Settings Notifications Tests","16-settings-notifications.spec.ts","",""
"","3160","A3 - Pin cannot have more than 8 digits","desktop-chrome","Fri Dec 13 20:40:49 GMT 2024","passed","Fri Dec 13 20:40:52 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5058","T3 - Clicking Load MockData should load all mock data throughout app","desktop-chrome","Fri Dec 13 20:53:36 GMT 2024","passed","Fri Dec 13 20:53:42 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","4395","M8 - User should be able to toggle on and off Message Sounds","desktop-chrome","Fri Dec 13 20:51:42 GMT 2024","passed","Fri Dec 13 20:51:47 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","26395","Chat Replies Tests","mobile-chrome","Fri Dec 13 20:46:50 GMT 2024","passed","Fri Dec 13 20:47:17 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4356","A14 - If Stay Unlocked is toggled on, user should be redirected to enter PIN after logging off","desktop-chrome","Fri Dec 13 20:41:12 GMT 2024","passed","Fri Dec 13 20:41:16 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","3703","A16 - Default identicon profile image is assigned to new user if user does not setup a custom profile picture","desktop-chrome","Fri Dec 13 20:41:21 GMT 2024","passed","Fri Dec 13 20:41:24 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","27464","Videocall testing between two users - mute, unmute, fullscreen, expand/collapse call","desktop-chrome","Fri Dec 13 20:47:07 GMT 2024","passed","Fri Dec 13 20:47:34 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4453","K8 - Clicking the moon button should change theme of the app from Dark to Light","desktop-chrome","Fri Dec 13 20:50:30 GMT 2024","passed","Fri Dec 13 20:50:35 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","19965","B67 - Sending and receiving GIFs and gif picker tests","desktop-chrome","Fri Dec 13 20:46:00 GMT 2024","passed","Fri Dec 13 20:46:20 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4376","R6 and R7 - Made In header text, description and flags displayed","desktop-chrome","Fri Dec 13 20:53:16 GMT 2024","passed","Fri Dec 13 20:53:21 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","5461","T6 - Highlighted border should appear around Load MockData when clicked","desktop-chrome","Fri Dec 13 20:53:47 GMT 2024","passed","Fri Dec 13 20:53:52 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","4176","I25 - Support section tests","desktop-chrome","Fri Dec 13 20:49:57 GMT 2024","passed","Fri Dec 13 20:50:02 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4837","I19 - Status dropdown should show Online, Offline, Idle, Do not Disturb","mobile-chrome","Fri Dec 13 20:49:59 GMT 2024","passed","Fri Dec 13 20:50:04 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5166","A8 - If Stay Unlocked is toggled on, user should bypass PIN page when logging in","mobile-chrome","Fri Dec 13 20:40:55 GMT 2024","passed","Fri Dec 13 20:41:01 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","21675","B68 - Sending and receiving stickers and sticker picker tests","mobile-chrome","Fri Dec 13 20:46:29 GMT 2024","passed","Fri Dec 13 20:46:50 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4133","O7 - Highlighted border should display when user clicks cancel","mobile-chrome","Fri Dec 13 20:53:04 GMT 2024","skipped","Fri Dec 13 20:53:08 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","4194","O9 - Highlighted border should be displayed when clicking Revert Keybindings","mobile-chrome","Fri Dec 13 20:53:12 GMT 2024","skipped","Fri Dec 13 20:53:17 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","1","T4 - Clicking Clear State should clear users state","desktop-chrome","Fri Dec 13 20:53:42 GMT 2024","skipped","Fri Dec 13 20:53:42 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","4690","A16 - Default identicon profile image is assigned to new user if user does not setup a custom profile picture","mobile-chrome","Fri Dec 13 20:41:20 GMT 2024","passed","Fri Dec 13 20:41:24 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","4881","R1 - ""About Uplink"" should appear at top of page","mobile-chrome","Fri Dec 13 20:53:46 GMT 2024","passed","Fri Dec 13 20:53:51 GMT 2024","Settings About Tests","18-settings-about.spec.ts","",""
"","4844","M3 and M4 - Output device dropdown and output volume indicator should display","mobile-chrome","Fri Dec 13 20:52:08 GMT 2024","passed","Fri Dec 13 20:52:13 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
