"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5339","I19 - Status dropdown should show Online, Offline, Idle, Do not Disturb","mobile-chrome","Tue Dec 10 18:54:57 GMT 2024","passed","Tue Dec 10 18:55:02 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5436","M5 - User should be able to toggle on and off Echo Cancellation","mobile-chrome","Tue Dec 10 18:57:26 GMT 2024","passed","Tue Dec 10 18:57:32 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","4759","A15 - User can setup a custom profile picture when creating a new account","desktop-chrome","Tue Dec 10 18:45:27 GMT 2024","passed","Tue Dec 10 18:45:32 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","7009","F12 - User can upload files in subfolder folder","mobile-chrome","Tue Dec 10 19:01:13 GMT 2024","passed","Tue Dec 10 19:01:20 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","27392","Group Chats - Create a group with 3 people and send/receive text message flow","desktop-chrome","Tue Dec 10 18:52:17 GMT 2024","passed","Tue Dec 10 18:52:45 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5206","A16 - Default identicon profile image is assigned to new user if user does not setup a custom profile picture","mobile-chrome","Tue Dec 10 18:45:46 GMT 2024","passed","Tue Dec 10 18:45:51 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","6369","T6 - Highlighted border should appear around Load MockData when clicked","mobile-chrome","Tue Dec 10 19:00:13 GMT 2024","passed","Tue Dec 10 19:00:19 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","11212","I26 - Delete Account section tests","mobile-chrome","Tue Dec 10 18:55:36 GMT 2024","passed","Tue Dec 10 18:55:47 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","21598","B67 - Sending and receiving GIFs and gif picker tests","desktop-chrome","Tue Dec 10 18:50:38 GMT 2024","passed","Tue Dec 10 18:50:59 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5552","I14 - Highlighted border should appear when user is clicked into Status textbox","mobile-chrome","Tue Dec 10 18:54:33 GMT 2024","passed","Tue Dec 10 18:54:39 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","6349","F14 - If user upload the same file again, file is uploaded but with different filename","mobile-chrome","Tue Dec 10 19:01:32 GMT 2024","passed","Tue Dec 10 19:01:39 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","6766","I9, I10 - User should be able to change username and see toast notification of change","mobile-chrome","Tue Dec 10 18:54:10 GMT 2024","passed","Tue Dec 10 18:54:17 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4856","I12 - Highlighted border should appear when clicked into the username textbox","desktop-chrome","Tue Dec 10 18:53:57 GMT 2024","passed","Tue Dec 10 18:54:02 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","6316","K12 - Clicking Pick should open up the finetune color selector","mobile-chrome","Tue Dec 10 18:56:28 GMT 2024","passed","Tue Dec 10 18:56:34 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
