"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4923","I24 - Clicking LogOut should log user out of the account","mobile-chrome","Fri Dec 13 22:13:11 GMT 2024","passed","Fri Dec 13 22:13:16 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4541","M3 and M4 - Output device dropdown and output volume indicator should display","desktop-chrome","Fri Dec 13 22:14:22 GMT 2024","passed","Fri Dec 13 22:14:27 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","4517","I4 - Clicking upload picture on Profile picture should open File Browser","desktop-chrome","Fri Dec 13 22:11:22 GMT 2024","passed","Fri Dec 13 22:11:27 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","5513","T8 - Clicking Test Voice State should open debug voice page","desktop-chrome","Fri Dec 13 22:17:01 GMT 2024","passed","Fri Dec 13 22:17:07 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","4508","L2 - User should be able to toggle on and off Markdown support","desktop-chrome","Fri Dec 13 22:14:09 GMT 2024","passed","Fri Dec 13 22:14:13 GMT 2024","Settings Messages Tests","10-settings-messages.spec.ts","",""
"","4719","C2 - Hovering over Create Chat should show tooltips","mobile-chrome","Fri Dec 13 22:11:01 GMT 2024","passed","Fri Dec 13 22:11:05 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","4364","O10 - Clicking the backwards arrow should revert specific custom keybinding","mobile-chrome","Fri Dec 13 22:16:08 GMT 2024","skipped","Fri Dec 13 22:16:12 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5036","Q2 - User should be able to toggle on/off Friend Request Notifications","mobile-chrome","Fri Dec 13 22:16:24 GMT 2024","passed","Fri Dec 13 22:16:29 GMT 2024","Settings Notifications Tests","16-settings-notifications.spec.ts","",""
"","4288","O9 - Highlighted border should be displayed when clicking Revert Keybindings","mobile-chrome","Fri Dec 13 22:16:04 GMT 2024","skipped","Fri Dec 13 22:16:08 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5493","C4 - Clicking hamburger button should collapse sidebar","mobile-chrome","Fri Dec 13 22:11:10 GMT 2024","passed","Fri Dec 13 22:11:16 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","0","K15 - Emoji Font dropdown should show expected emoji font names","mobile-chrome","Fri Dec 13 22:14:27 GMT 2024","skipped","Fri Dec 13 22:14:27 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","5092","K11 - Primary Colors should display expected values","mobile-chrome","Fri Dec 13 22:14:04 GMT 2024","passed","Fri Dec 13 22:14:09 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","19932","B49 and B56 - Chats Tests - Multiple messages testing - Scroll to bottom and Go to pin message buttons","desktop-chrome","Fri Dec 13 22:06:44 GMT 2024","passed","Fri Dec 13 22:07:04 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5074","K16 - Selected Emoji Font should be applied everywhere throughout the app","mobile-chrome","Fri Dec 13 22:14:27 GMT 2024","passed","Fri Dec 13 22:14:32 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","4618","F6, F11 -Clicking Upload should then open up the OS files browser and user can upload files in root folder","desktop-chrome","Fri Dec 13 22:17:16 GMT 2024","passed","Fri Dec 13 22:17:20 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","4261","A15 - User can setup a custom profile picture when creating a new account","desktop-chrome","Fri Dec 13 22:04:08 GMT 2024","passed","Fri Dec 13 22:04:12 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5384","T1, T2 - Clicking Exit Devmode should exit user out of Devmode","mobile-chrome","Fri Dec 13 22:17:17 GMT 2024","passed","Fri Dec 13 22:17:23 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","4502","K11 - Primary Colors should display expected values","desktop-chrome","Fri Dec 13 22:13:35 GMT 2024","passed","Fri Dec 13 22:13:39 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
