"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6654","S1 - Clicking View License should take user to our licenses page","mobile-chrome","Thu Dec 05 22:20:50 GMT 2024","passed","Thu Dec 05 22:20:57 GMT 2024","Settings Licenses Tests","19-settings-licenses.spec.ts","",""
"","4423","A13 - If Stay Unlocked is toggled off, user be redirected to enter PIN when refreshing page","mobile-chrome","Thu Dec 05 22:07:10 GMT 2024","passed","Thu Dec 05 22:07:14 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","5637","K13 - Selected primary color should be applied throughout the entire app","mobile-chrome","Thu Dec 05 22:17:51 GMT 2024","passed","Thu Dec 05 22:17:56 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","4993","M7 - User should be able to toggle on and off Control Sounds","mobile-chrome","Thu Dec 05 22:18:48 GMT 2024","passed","Thu Dec 05 22:18:53 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","20052","B20 - Pin Messages Tests","mobile-chrome","Thu Dec 05 22:10:41 GMT 2024","passed","Thu Dec 05 22:11:01 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","4984","M5 - User should be able to toggle on and off Echo Cancellation","desktop-chrome","Thu Dec 05 22:18:35 GMT 2024","passed","Thu Dec 05 22:18:40 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","6238","S1 - Clicking View License should take user to our licenses page","desktop-chrome","Thu Dec 05 22:20:47 GMT 2024","passed","Thu Dec 05 22:20:53 GMT 2024","Settings Licenses Tests","19-settings-licenses.spec.ts","",""
"","4790","F8 - If user tries to create a folder with empty name or press Esc while name input is displayed, folder is not created","desktop-chrome","Thu Dec 05 22:21:49 GMT 2024","passed","Thu Dec 05 22:21:54 GMT 2024","Files Page Tests","24-files.spec.ts","",""
"","5691","T3 - Clicking Load MockData should load all mock data throughout app","desktop-chrome","Thu Dec 05 22:20:59 GMT 2024","passed","Thu Dec 05 22:21:05 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","6231","K6, K7 - Font size should have a maximum of 1.50 and can be applied correctly everywhere through the app","desktop-chrome","Thu Dec 05 22:17:22 GMT 2024","passed","Thu Dec 05 22:17:29 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","28492","Chat Replies Tests","mobile-chrome","Thu Dec 05 22:13:04 GMT 2024","passed","Thu Dec 05 22:13:33 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5319","A17 - Download seed phrase file","desktop-chrome","Thu Dec 05 22:07:30 GMT 2024","passed","Thu Dec 05 22:07:35 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","4980","Q1 - User should be able to toggle on/off Notifications","desktop-chrome","Thu Dec 05 22:19:55 GMT 2024","passed","Thu Dec 05 22:20:00 GMT 2024","Settings Notifications Tests","16-settings-notifications.spec.ts","",""
"","4998","I2, I3 - Banner Picture - User can upload banner","mobile-chrome","Thu Dec 05 22:15:08 GMT 2024","passed","Thu Dec 05 22:15:13 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","3","K15 - Emoji Font dropdown should show expected emoji font names","desktop-chrome","Thu Dec 05 22:18:00 GMT 2024","skipped","Thu Dec 05 22:18:00 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","4640","C2 - Hovering over Create Chat should show tooltips","mobile-chrome","Thu Dec 05 22:14:38 GMT 2024","passed","Thu Dec 05 22:14:43 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","4917","C5, C6, C7, C8, C9 - Nav bar buttons should redirect to correct page","desktop-chrome","Thu Dec 05 22:14:59 GMT 2024","passed","Thu Dec 05 22:15:04 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","10899","I26 - Delete Account section tests","mobile-chrome","Thu Dec 05 22:16:57 GMT 2024","passed","Thu Dec 05 22:17:08 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4676","C1 - Clicking Create Chat should open modal with option for Group Name and Group Members","desktop-chrome","Thu Dec 05 22:14:40 GMT 2024","passed","Thu Dec 05 22:14:45 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","4826","O3 - Action dropdown should display correct keybind actions","desktop-chrome","Thu Dec 05 22:19:19 GMT 2024","passed","Thu Dec 05 22:19:24 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5171","K8 - Clicking the moon button should change theme of the app from Dark to Light","mobile-chrome","Thu Dec 05 22:17:30 GMT 2024","passed","Thu Dec 05 22:17:35 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","4859","I6 - Username should be displayed in the Username textbox","mobile-chrome","Thu Dec 05 22:15:24 GMT 2024","passed","Thu Dec 05 22:15:28 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4992","I1 - Banner Picture - Tooltip displayed","mobile-chrome","Thu Dec 05 22:15:03 GMT 2024","passed","Thu Dec 05 22:15:08 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","4797","I13 - Error message should appear if user tries to input chars that are not allowed or exceeds chars amount","desktop-chrome","Thu Dec 05 22:15:57 GMT 2024","passed","Thu Dec 05 22:16:02 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","1","T4 - Clicking Clear State should clear users state","mobile-chrome","Thu Dec 05 22:21:08 GMT 2024","skipped","Thu Dec 05 22:21:08 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","5068","A15 - User can setup a custom profile picture when creating a new account","mobile-chrome","Thu Dec 05 22:07:19 GMT 2024","passed","Thu Dec 05 22:07:24 GMT 2024","Create Account and Login Tests","01-pin-input.spec.ts","",""
"","4985","I14 - Highlighted border should appear when user is clicked into Status textbox","desktop-chrome","Thu Dec 05 22:16:02 GMT 2024","passed","Thu Dec 05 22:16:07 GMT 2024","Settings Profile Tests","07-settings-profile.spec.ts","",""
"","0","K15 - Emoji Font dropdown should show expected emoji font names","mobile-chrome","Thu Dec 05 22:18:02 GMT 2024","skipped","Thu Dec 05 22:18:02 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","0","K18 - Default Profile Picture Style dropdown should show expected default profile picture styles","mobile-chrome","Thu Dec 05 22:18:07 GMT 2024","skipped","Thu Dec 05 22:18:07 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","4487","O2, 04 - Clicking a key should activate the Recorded Keys - User can save keybind","mobile-chrome","Thu Dec 05 22:19:18 GMT 2024","skipped","Thu Dec 05 22:19:23 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5545","K13 - Selected primary color should be applied throughout the entire app","desktop-chrome","Thu Dec 05 22:17:49 GMT 2024","passed","Thu Dec 05 22:17:55 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","6278","P1, P2 - User should be able to toggle on/off Dyslexic mode and changes are applied everywhere","mobile-chrome","Thu Dec 05 22:19:49 GMT 2024","passed","Thu Dec 05 22:19:56 GMT 2024","Settings Accessibility Tests","15-settings-accessibility.spec.ts","",""
"","5531","T1, T2 - Clicking Exit Devmode should exit user out of Devmode","mobile-chrome","Thu Dec 05 22:20:57 GMT 2024","passed","Thu Dec 05 22:21:02 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","6005","K6, K7 - Font size should have a maximum of 1.50 and can be applied correctly everywhere through the app","mobile-chrome","Thu Dec 05 22:17:24 GMT 2024","passed","Thu Dec 05 22:17:30 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","5392","K3 - Selected Fonts should be applied everywhere throughout the app","mobile-chrome","Thu Dec 05 22:17:13 GMT 2024","passed","Thu Dec 05 22:17:19 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
"","22269","B68 - Sending and receiving stickers and sticker picker tests","desktop-chrome","Thu Dec 05 22:12:51 GMT 2024","passed","Thu Dec 05 22:13:13 GMT 2024","Two instances tests - Friends and Chats","03-friends-two-instances.spec.ts","",""
"","5596","T3 - Clicking Load MockData should load all mock data throughout app","mobile-chrome","Thu Dec 05 22:21:02 GMT 2024","passed","Thu Dec 05 22:21:08 GMT 2024","Settings Developer Tests","20-settings-developer.spec.ts","",""
"","4445","O10 - Clicking the backwards arrow should revert specific custom keybinding","mobile-chrome","Thu Dec 05 22:19:45 GMT 2024","skipped","Thu Dec 05 22:19:49 GMT 2024","Settings Keybinds Tests","13-settings-keybinds.spec.ts","",""
"","5094","M5 - User should be able to toggle on and off Echo Cancellation","mobile-chrome","Thu Dec 05 22:18:38 GMT 2024","passed","Thu Dec 05 22:18:43 GMT 2024","Settings Audio and Video Tests","11-settings-audio-video.spec.ts","",""
"","4856","C4 - Clicking hamburger button should collapse sidebar","mobile-chrome","Thu Dec 05 22:14:48 GMT 2024","passed","Thu Dec 05 22:14:53 GMT 2024","Chats Sidebar Tests","05-chats-sidebar.spec.ts","",""
"","0","K18 - Default Profile Picture Style dropdown should show expected default profile picture styles","desktop-chrome","Thu Dec 05 22:18:05 GMT 2024","skipped","Thu Dec 05 22:18:05 GMT 2024","Settings Customization Tests","09-settings-customizations.spec.ts","",""
