"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","MacOS Tests: Files Screen Tests","","0","1","12","2","0"
"","MacOS Tests: Create Pin and Account Tests","","0","1","16","3","0"
"","Create Accounts for Chats Tests","","0","0","3","0","0"
"","Windows Tests: Chats Main Screen Tests","","0","0","9","2","0"
"","Windows Tests: Files Screen Tests","","0","1","12","2","0"
"","Windows Tests: Create Pin and Account Tests","","0","0","17","3","0"
"","MacOS Tests: Chats Main Screen Tests","","0","0","9","2","0"
"","Friend Requests and Messages Tests","","0","1","2","0","0"
