"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 24 18:17:39 GMT 2024","Wed Apr 24 18:18:02 GMT 2024","23190","","Windows Tests: Settings Audio Tests","","","","Settings Audio - Assert screen texts for input/output device and sample rate selection",""
"passed","Wed Apr 24 17:33:55 GMT 2024","Wed Apr 24 17:33:59 GMT 2024","4740","","Windows Tests: Create Pin and Account Tests","","","","Enter Pin Screen - Create Account button should be disabled if no pin has been entered",""
"passed","Wed Apr 24 17:41:23 GMT 2024","Wed Apr 24 17:41:24 GMT 2024","858","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Assert texts for Your New Profile dialog",""
"skipped","Wed Apr 24 17:46:17 GMT 2024","Wed Apr 24 17:46:17 GMT 2024","1","","MacOS Tests: Settings Extensions Tests","","","","Settings Extensions - Open Extensions Folder",""
"passed","Wed Apr 24 18:16:13 GMT 2024","Wed Apr 24 18:16:27 GMT 2024","13731","","Windows Tests: Settings General Tests","","","","Settings General - Reduce font scaling to 0.75",""
"passed","Wed Apr 24 18:19:01 GMT 2024","Wed Apr 24 18:19:43 GMT 2024","41430","","Windows Tests: Settings Audio Tests","","","","Settings Audio - Click on slider switches to enable the options",""
"passed","Wed Apr 24 17:37:28 GMT 2024","Wed Apr 24 17:37:45 GMT 2024","16412","","Windows Tests: Create Pin and Account Tests","","","","Enter Username Screen - Username with non-alphanumeric characters",""
"passed","Wed Apr 24 17:38:32 GMT 2024","Wed Apr 24 17:38:35 GMT 2024","3538","","MacOS Tests: Chats Main Screen Tests","","","","Slimbar - Main Navigation buttons are displayed on slimbar",""
"passed","Wed Apr 24 17:21:19 GMT 2024","Wed Apr 24 17:21:57 GMT 2024","38175","","Friend Requests and Messages Tests","","","","""before all"" hook for Friend Requests and Messages Tests",""
"passed","Wed Apr 24 17:45:21 GMT 2024","Wed Apr 24 17:45:22 GMT 2024","1405","","MacOS Tests: Settings General Tests","","","","Settings General - Return theme to Dark Theme",""
"passed","Wed Apr 24 18:09:47 GMT 2024","Wed Apr 24 18:09:59 GMT 2024","12183","","Group Chats Edit Tests","","","","Group Chat Creator - Attempt to change Group Name for a name with more than 64 characters",""
"passed","Wed Apr 24 18:11:57 GMT 2024","Wed Apr 24 18:11:59 GMT 2024","1020","","Group Chats Edit Tests","","","","Group Chat Invited User - Manage Members is not displayed by default",""
"passed","Wed Apr 24 17:45:31 GMT 2024","Wed Apr 24 17:45:35 GMT 2024","3528","","MacOS Tests: Settings Audio Tests","","","","Settings Audio - Assert screen texts for input/output device and sample rate selection",""
"passed","Wed Apr 24 17:48:47 GMT 2024","Wed Apr 24 17:48:49 GMT 2024","2388","","MacOS Tests: Import Account Tests","","","","Enter Recovery Seed - Validate Screen Contents",""
"passed","Wed Apr 24 17:35:38 GMT 2024","Wed Apr 24 17:36:01 GMT 2024","23451","","Message Context Menu Tests","","","","Chat User B - Receive reaction in sent message",""
"passed","Wed Apr 24 18:09:59 GMT 2024","Wed Apr 24 18:10:07 GMT 2024","7763","","Group Chats Edit Tests","","","","Group Chat Creator - Change Group Name for a valid name",""
"passed","Wed Apr 24 18:08:25 GMT 2024","Wed Apr 24 18:08:25 GMT 2024","603","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Right Click On Copy ID Button to Copy Username",""
"skipped","Wed Apr 24 18:22:42 GMT 2024","Wed Apr 24 18:22:42 GMT 2024","1","","Windows Tests: Settings Extensions Tests","","","","Settings Extensions - Open Extensions Folder",""
"passed","Wed Apr 24 17:41:10 GMT 2024","Wed Apr 24 17:41:19 GMT 2024","8911","","MacOS Tests: Files Screen Tests","","","","Files - Attempt to rename a folder with existing folder name",""
"passed","Wed Apr 24 17:44:47 GMT 2024","Wed Apr 24 17:44:53 GMT 2024","5441","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Recovery Seed - Reveal Seed Words",""
"passed","Wed Apr 24 18:12:20 GMT 2024","Wed Apr 24 18:12:34 GMT 2024","14748","","Group Chats Edit Tests","","","","Group Chat Invited User - Manage Members is displayed after enabling allow to add users",""
"skipped","Wed Apr 24 17:38:35 GMT 2024","Wed Apr 24 17:38:35 GMT 2024","0","","MacOS Tests: Chats Main Screen Tests","","","","Slimbar - Main buttons tooltips are displayed",""
"passed","Wed Apr 24 17:59:08 GMT 2024","Wed Apr 24 17:59:37 GMT 2024","28975","","Chat Topbar Tests","","","","Pinned Messages - Container is empty when no pinned messages have been added",""
"passed","Wed Apr 24 18:10:15 GMT 2024","Wed Apr 24 18:11:06 GMT 2024","51224","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Username - Spaces are not allowed",""
"passed","Wed Apr 24 17:59:57 GMT 2024","Wed Apr 24 18:00:00 GMT 2024","3041","","Chat Topbar Tests","","","","Pinned Messages - User can be redirected to the message when clicking on Go to message",""
"passed","Wed Apr 24 17:39:57 GMT 2024","Wed Apr 24 17:40:02 GMT 2024","5721","","MacOS Tests: Files Screen Tests","","","","Context Menu - File - Download",""
"passed","Wed Apr 24 17:36:19 GMT 2024","Wed Apr 24 17:36:21 GMT 2024","2332","","Message Context Menu Tests","","","","""after all"" hook for Message Context Menu Tests",""
"passed","Wed Apr 24 18:04:11 GMT 2024","Wed Apr 24 18:04:28 GMT 2024","16953","","Windows Tests: Settings Profile Tests","","","","Settings Profile - Validate change banner tooltip",""
"passed","Wed Apr 24 17:45:16 GMT 2024","Wed Apr 24 17:45:42 GMT 2024","25528","","Message Input Tests","","","","Chat Input Text - Validate text starting with https:// is sent as link",""
"passed","Wed Apr 24 17:46:25 GMT 2024","Wed Apr 24 17:46:42 GMT 2024","16204","","Message Input Tests","","","","Chat User - Chat Messages containing links contents on remote side",""
"passed","Wed Apr 24 17:35:01 GMT 2024","Wed Apr 24 17:35:26 GMT 2024","24985","","Message Context Menu Tests","","","","Chat User A - React to sent message and multiple reactions in a message",""
"passed","Wed Apr 24 18:22:03 GMT 2024","Wed Apr 24 18:22:24 GMT 2024","21269","","Windows Tests: Settings Extensions Tests","","","","Settings Extensions - Go to Settings panel and assert contents",""
"passed","Wed Apr 24 17:26:44 GMT 2024","Wed Apr 24 17:26:52 GMT 2024","8255","","Friend Requests and Messages Tests","","","","Chat User B - Validate friend request was accepted",""
"passed","Wed Apr 24 17:44:59 GMT 2024","Wed Apr 24 17:45:34 GMT 2024","35052","","Windows Tests: Chats Main Screen Tests","","","","Slimbar - User can click on buttons from main navigation on slimbar",""
"passed","Wed Apr 24 17:44:44 GMT 2024","Wed Apr 24 17:44:47 GMT 2024","3646","","MacOS Tests: Settings Profile Tests","","","","Settings Profile - Online Status - Status value remains when changing screen",""
"passed","Wed Apr 24 17:24:58 GMT 2024","Wed Apr 24 17:25:40 GMT 2024","42228","","Friend Requests and Messages Tests","","","","Chat User B - Settings Developer - Enable Save Logs In A File",""
"passed","Wed Apr 24 17:50:55 GMT 2024","Wed Apr 24 17:50:55 GMT 2024","6","","Message Attachments Tests","","","","Send files from Browse Files - Send files button shows 0/8 files if no files are selected",""
"passed","Wed Apr 24 18:17:13 GMT 2024","Wed Apr 24 18:17:30 GMT 2024","16965","","Group Chats Multiple Users Tests","","","","Chat User C - Send friend request to User A",""
"passed","Wed Apr 24 17:37:37 GMT 2024","Wed Apr 24 17:39:27 GMT 2024","109830","","Message Input Tests","","","","Chat User A - Message Input - User can type up to 1024 chars on input bar",""
